Country,Year,fertility,region,,,,,
Brunei,1969,5.731,East Asia & Pacific,,,,,
Brunei,1970,5.751,East Asia & Pacific,,,,,
Brunei,1971,5.771,East Asia & Pacific,,,,,
Brunei,1972,5.758,East Asia & Pacific,,,,,
Brunei,1973,5.687,East Asia & Pacific,,,,,
Brunei,1974,5.555,East Asia & Pacific,,,,,
Brunei,1975,5.365,East Asia & Pacific,,,,,
Brunei,1976,5.132,East Asia & Pacific,,,,,
Brunei,1977,4.884,East Asia & Pacific,,,,,
Brunei,1978,4.645,East Asia & Pacific,,,,,
Brunei,1979,4.429,East Asia & Pacific,,,,,
Brunei,1980,4.246,East Asia & Pacific,,,,,
Brunei,1981,4.103,East Asia & Pacific,,,,,
Brunei,1982,3.992,East Asia & Pacific,,,,,
Brunei,1983,3.906,East Asia & Pacific,,,,,
Brunei,1984,3.843,East Asia & Pacific,,,,,
Brunei,1985,3.794,East Asia & Pacific,,,,,
Brunei,1986,3.755,East Asia & Pacific,,,,,
Brunei,1987,3.715,East Asia & Pacific,,,,,
Brunei,1988,3.668,East Asia & Pacific,,,,,
Brunei,1989,3.608,East Asia & Pacific,,,,,
Brunei,1990,3.532,East Asia & Pacific,,,,,
Brunei,1991,3.435,East Asia & Pacific,,,,,
Brunei,1992,3.321,East Asia & Pacific,,,,,
Brunei,1993,3.197,East Asia & Pacific,,,,,
Brunei,1994,3.064,East Asia & Pacific,,,,,
Brunei,1995,2.929,East Asia & Pacific,,,,,
Brunei,1996,2.798,East Asia & Pacific,,,,,
Brunei,1997,2.677,East Asia & Pacific,,,,,
Brunei,1998,2.569,East Asia & Pacific,,,,,
Brunei,1999,2.477,East Asia & Pacific,,,,,
Brunei,2000,2.401,East Asia & Pacific,,,,,
Brunei,2001,2.341,East Asia & Pacific,,,,,
Brunei,2002,2.292,East Asia & Pacific,,,,,
Brunei,2003,2.249,East Asia & Pacific,,,,,
Brunei,2004,2.211,East Asia & Pacific,,,,,
Brunei,2005,2.177,East Asia & Pacific,,,,,
Brunei,2006,2.147,East Asia & Pacific,,,,,
Brunei,2007,2.119,East Asia & Pacific,,,,,
Brunei,2008,2.095,East Asia & Pacific,,,,,
Brunei,2009,2.072,East Asia & Pacific,,,,,
Brunei,2010,2.051,East Asia & Pacific,,,,,
Brunei,2011,2.031,East Asia & Pacific,,,,,
Brunei,2012,2.012,East Asia & Pacific,,,,,
Brunei,2013,1.994,East Asia & Pacific,,,,,
Bulgaria,1964,2.181,Europe & Central Asia,,,,,
Bulgaria,1965,2.165,Europe & Central Asia,,,,,
Bulgaria,1966,2.151,Europe & Central Asia,,,,,
Bulgaria,1967,2.14,Europe & Central Asia,,,,,
Bulgaria,1968,2.133,Europe & Central Asia,,,,,
Bulgaria,1969,2.132,Europe & Central Asia,,,,,
Bulgaria,1970,2.135,Europe & Central Asia,,,,,
Bulgaria,1971,2.144,Europe & Central Asia,,,,,
Bulgaria,1972,2.155,Europe & Central Asia,,,,,
Bulgaria,1973,2.169,Europe & Central Asia,,,,,
Bulgaria,1974,2.181,Europe & Central Asia,,,,,
Bulgaria,1975,2.19,Europe & Central Asia,,,,,
Bulgaria,1976,2.191,Europe & Central Asia,,,,,
Bulgaria,1977,2.184,Europe & Central Asia,,,,,
Bulgaria,1978,2.168,Europe & Central Asia,,,,,
Bulgaria,1979,2.143,Europe & Central Asia,,,,,
Bulgaria,1980,2.113,Europe & Central Asia,,,,,
Bulgaria,1981,2.082,Europe & Central Asia,,,,,
Bulgaria,1982,2.055,Europe & Central Asia,,,,,
Bulgaria,1983,2.033,Europe & Central Asia,,,,,
Bulgaria,1984,2.015,Europe & Central Asia,,,,,
Bulgaria,1985,1.997,Europe & Central Asia,,,,,
Bulgaria,1986,1.976,Europe & Central Asia,,,,,
Bulgaria,1987,1.944,Europe & Central Asia,,,,,
Bulgaria,1988,1.899,Europe & Central Asia,,,,,
Bulgaria,1989,1.841,Europe & Central Asia,,,,,
Bulgaria,1990,1.769,Europe & Central Asia,,,,,
Bulgaria,1991,1.686,Europe & Central Asia,,,,,
Bulgaria,1992,1.597,Europe & Central Asia,,,,,
Bulgaria,1993,1.507,Europe & Central Asia,,,,,
Bulgaria,1994,1.421,Europe & Central Asia,,,,,
Bulgaria,1995,1.344,Europe & Central Asia,,,,,
Bulgaria,1996,1.28,Europe & Central Asia,,,,,
Bulgaria,1997,1.231,Europe & Central Asia,,,,,
Bulgaria,1998,1.198,Europe & Central Asia,,,,,
Bulgaria,1999,1.181,Europe & Central Asia,,,,,
Bulgaria,2000,1.181,Europe & Central Asia,,,,,
Bulgaria,2001,1.195,Europe & Central Asia,,,,,
Bulgaria,2002,1.221,Europe & Central Asia,,,,,
Bulgaria,2003,1.254,Europe & Central Asia,,,,,
Bulgaria,2004,1.29,Europe & Central Asia,,,,,
Bulgaria,2005,1.328,Europe & Central Asia,,,,,
Bulgaria,2006,1.365,Europe & Central Asia,,,,,
Bulgaria,2007,1.4,Europe & Central Asia,,,,,
Bulgaria,2008,1.433,Europe & Central Asia,,,,,
Bulgaria,2009,1.461,Europe & Central Asia,,,,,
Bulgaria,2010,1.485,Europe & Central Asia,,,,,
Bulgaria,2011,1.506,Europe & Central Asia,,,,,
Bulgaria,2012,1.524,Europe & Central Asia,,,,,
Bulgaria,2013,1.541,Europe & Central Asia,,,,,
Burkina Faso,1964,6.414,Sub-Saharan Africa,,,,,
Burkina Faso,1965,6.454,Sub-Saharan Africa,,,,,
Burkina Faso,1966,6.493,Sub-Saharan Africa,,,,,
Burkina Faso,1967,6.53,Sub-Saharan Africa,,,,,
Burkina Faso,1968,6.563,Sub-Saharan Africa,,,,,
Burkina Faso,1969,6.593,Sub-Saharan Africa,,,,,
Burkina Faso,1970,6.623,Sub-Saharan Africa,,,,,
Burkina Faso,1971,6.657,Sub-Saharan Africa,,,,,
Burkina Faso,1972,6.697,Sub-Saharan Africa,,,,,
Burkina Faso,1973,6.744,Sub-Saharan Africa,,,,,
Burkina Faso,1974,6.799,Sub-Saharan Africa,,,,,
Burkina Faso,1975,6.859,Sub-Saharan Africa,,,,,
Burkina Faso,1976,6.922,Sub-Saharan Africa,,,,,
Burkina Faso,1977,6.984,Sub-Saharan Africa,,,,,
Burkina Faso,1978,7.041,Sub-Saharan Africa,,,,,
Burkina Faso,1979,7.09,Sub-Saharan Africa,,,,,
Burkina Faso,1980,7.127,Sub-Saharan Africa,,,,,
Burkina Faso,1981,7.152,Sub-Saharan Africa,,,,,
Burkina Faso,1982,7.165,Sub-Saharan Africa,,,,,
Burkina Faso,1983,7.167,Sub-Saharan Africa,,,,,
Burkina Faso,1984,7.159,Sub-Saharan Africa,,,,,
Burkina Faso,1985,7.142,Sub-Saharan Africa,,,,,
Burkina Faso,1986,7.119,Sub-Saharan Africa,,,,,
Burkina Faso,1987,7.092,Sub-Saharan Africa,,,,,
Burkina Faso,1988,7.064,Sub-Saharan Africa,,,,,
Burkina Faso,1989,7.036,Sub-Saharan Africa,,,,,
Burkina Faso,1990,7.007,Sub-Saharan Africa,,,,,
Burkina Faso,1991,6.979,Sub-Saharan Africa,,,,,
Burkina Faso,1992,6.95,Sub-Saharan Africa,,,,,
Burkina Faso,1993,6.917,Sub-Saharan Africa,,,,,
Burkina Faso,1994,6.882,Sub-Saharan Africa,,,,,
Burkina Faso,1995,6.844,Sub-Saharan Africa,,,,,
Burkina Faso,1996,6.801,Sub-Saharan Africa,,,,,
Burkina Faso,1997,6.754,Sub-Saharan Africa,,,,,
Burkina Faso,1998,6.704,Sub-Saharan Africa,,,,,
Burkina Faso,1999,6.65,Sub-Saharan Africa,,,,,
Burkina Faso,2000,6.592,Sub-Saharan Africa,,,,,
Burkina Faso,2001,6.531,Sub-Saharan Africa,,,,,
Burkina Faso,2002,6.468,Sub-Saharan Africa,,,,,
Burkina Faso,2003,6.403,Sub-Saharan Africa,,,,,
Burkina Faso,2004,6.335,Sub-Saharan Africa,,,,,
Burkina Faso,2005,6.265,Sub-Saharan Africa,,,,,
Burkina Faso,2006,6.193,Sub-Saharan Africa,,,,,
Burkina Faso,2007,6.116,Sub-Saharan Africa,,,,,
Burkina Faso,2008,6.037,Sub-Saharan Africa,,,,,
Burkina Faso,2009,5.954,Sub-Saharan Africa,,,,,
Burkina Faso,2010,5.869,Sub-Saharan Africa,,,,,
Burkina Faso,2011,5.781,Sub-Saharan Africa,,,,,
Burkina Faso,2012,5.693,Sub-Saharan Africa,,,,,
Burkina Faso,2013,5.605,Sub-Saharan Africa,,,,,
Burundi,1964,7.138,Sub-Saharan Africa,,,,,
Burundi,1965,7.179,Sub-Saharan Africa,,,,,
Burundi,1966,7.216,Sub-Saharan Africa,,,,,
Burundi,1967,7.247,Sub-Saharan Africa,,,,,
Burundi,1968,7.272,Sub-Saharan Africa,,,,,
Burundi,1969,7.293,Sub-Saharan Africa,,,,,
Burundi,1970,7.311,Sub-Saharan Africa,,,,,
Burundi,1971,7.329,Sub-Saharan Africa,,,,,
Burundi,1972,7.348,Sub-Saharan Africa,,,,,
Burundi,1973,7.37,Sub-Saharan Africa,,,,,
Burundi,1974,7.395,Sub-Saharan Africa,,,,,
Burundi,1975,7.419,Sub-Saharan Africa,,,,,
Burundi,1976,7.439,Sub-Saharan Africa,,,,,
Burundi,1977,7.452,Sub-Saharan Africa,,,,,
Burundi,1978,7.457,Sub-Saharan Africa,,,,,
Burundi,1979,7.455,Sub-Saharan Africa,,,,,
Burundi,1980,7.45,Sub-Saharan Africa,,,,,
Burundi,1981,7.449,Sub-Saharan Africa,,,,,
Burundi,1982,7.454,Sub-Saharan Africa,,,,,
Burundi,1983,7.469,Sub-Saharan Africa,,,,,
Burundi,1984,7.492,Sub-Saharan Africa,,,,,
Burundi,1985,7.52,Sub-Saharan Africa,,,,,
Burundi,1986,7.546,Sub-Saharan Africa,,,,,
Burundi,1987,7.565,Sub-Saharan Africa,,,,,
Burundi,1988,7.572,Sub-Saharan Africa,,,,,
Burundi,1989,7.564,Sub-Saharan Africa,,,,,
Burundi,1990,7.542,Sub-Saharan Africa,,,,,
Burundi,1991,7.508,Sub-Saharan Africa,,,,,
Burundi,1992,7.465,Sub-Saharan Africa,,,,,
Burundi,1993,7.418,Sub-Saharan Africa,,,,,
Burundi,1994,7.368,Sub-Saharan Africa,,,,,
Burundi,1995,7.318,Sub-Saharan Africa,,,,,
Burundi,1996,7.267,Sub-Saharan Africa,,,,,
Burundi,1997,7.217,Sub-Saharan Africa,,,,,
Burundi,1998,7.165,Sub-Saharan Africa,,,,,
Burundi,1999,7.112,Sub-Saharan Africa,,,,,
Burundi,2000,7.057,Sub-Saharan Africa,,,,,
Burundi,2001,7,Sub-Saharan Africa,,,,,
Burundi,2002,6.939,Sub-Saharan Africa,,,,,
Burundi,2003,6.873,Sub-Saharan Africa,,,,,
Burundi,2004,6.803,Sub-Saharan Africa,,,,,
Burundi,2005,6.729,Sub-Saharan Africa,,,,,
Burundi,2006,6.65,Sub-Saharan Africa,,,,,
Burundi,2007,6.567,Sub-Saharan Africa,,,,,
Burundi,2008,6.481,Sub-Saharan Africa,,,,,
Burundi,2009,6.393,Sub-Saharan Africa,,,,,
Burundi,2010,6.304,Sub-Saharan Africa,,,,,
Burundi,2011,6.214,Sub-Saharan Africa,,,,,
Burundi,2012,6.123,Sub-Saharan Africa,,,,,
Burundi,2013,6.033,Sub-Saharan Africa,,,,,
Cambodia,1964,6.909,East Asia & Pacific,,,,,
Cambodia,1965,6.868,East Asia & Pacific,,,,,
Cambodia,1966,6.815,East Asia & Pacific,,,,,
Cambodia,1967,6.749,East Asia & Pacific,,,,,
Cambodia,1968,6.672,East Asia & Pacific,,,,,
Cambodia,1969,6.583,East Asia & Pacific,,,,,
Cambodia,1970,6.475,East Asia & Pacific,,,,,
Cambodia,1971,6.338,East Asia & Pacific,,,,,
Cambodia,1972,6.173,East Asia & Pacific,,,,,
Cambodia,1973,5.988,East Asia & Pacific,,,,,
Cambodia,1974,5.795,East Asia & Pacific,,,,,
Cambodia,1975,5.622,East Asia & Pacific,,,,,
Cambodia,1976,5.498,East Asia & Pacific,,,,,
Cambodia,1977,5.441,East Asia & Pacific,,,,,
Cambodia,1978,5.459,East Asia & Pacific,,,,,
Cambodia,1979,5.545,East Asia & Pacific,,,,,
Cambodia,1980,5.685,East Asia & Pacific,,,,,
Cambodia,1981,5.85,East Asia & Pacific,,,,,
Cambodia,1982,6.008,East Asia & Pacific,,,,,
Cambodia,1983,6.13,East Asia & Pacific,,,,,
Cambodia,1984,6.2,East Asia & Pacific,,,,,
Cambodia,1985,6.21,East Asia & Pacific,,,,,
Cambodia,1986,6.16,East Asia & Pacific,,,,,
Cambodia,1987,6.065,East Asia & Pacific,,,,,
Cambodia,1988,5.941,East Asia & Pacific,,,,,
Cambodia,1989,5.792,East Asia & Pacific,,,,,
Cambodia,1990,5.623,East Asia & Pacific,,,,,
Cambodia,1991,5.438,East Asia & Pacific,,,,,
Cambodia,1992,5.24,East Asia & Pacific,,,,,
Cambodia,1993,5.033,East Asia & Pacific,,,,,
Cambodia,1994,4.825,East Asia & Pacific,,,,,
Cambodia,1995,4.62,East Asia & Pacific,,,,,
Cambodia,1996,4.423,East Asia & Pacific,,,,,
Cambodia,1997,4.236,East Asia & Pacific,,,,,
Cambodia,1998,4.059,East Asia & Pacific,,,,,
Cambodia,1999,3.896,East Asia & Pacific,,,,,
Cambodia,2000,3.75,East Asia & Pacific,,,,,
Cambodia,2001,3.619,East Asia & Pacific,,,,,
Cambodia,2002,3.504,East Asia & Pacific,,,,,
Cambodia,2003,3.401,East Asia & Pacific,,,,,
Cambodia,2004,3.31,East Asia & Pacific,,,,,
Cambodia,2005,3.23,East Asia & Pacific,,,,,
Cambodia,2006,3.162,East Asia & Pacific,,,,,
Cambodia,2007,3.102,East Asia & Pacific,,,,,
Cambodia,2008,3.051,East Asia & Pacific,,,,,
Cambodia,2009,3.007,East Asia & Pacific,,,,,
Cambodia,2010,2.966,East Asia & Pacific,,,,,
Cambodia,2011,2.929,East Asia & Pacific,,,,,
Cambodia,2012,2.894,East Asia & Pacific,,,,,
Cambodia,2013,2.861,East Asia & Pacific,,,,,
Cameroon,1964,5.89,Sub-Saharan Africa,,,,,
Cameroon,1965,5.949,Sub-Saharan Africa,,,,,
Cameroon,1966,6.005,Sub-Saharan Africa,,,,,
Cameroon,1967,6.058,Sub-Saharan Africa,,,,,
Cameroon,1968,6.11,Sub-Saharan Africa,,,,,
Cameroon,1969,6.159,Sub-Saharan Africa,,,,,
Cameroon,1970,6.205,Sub-Saharan Africa,,,,,
Cameroon,1971,6.247,Sub-Saharan Africa,,,,,
Cameroon,1972,6.286,Sub-Saharan Africa,,,,,
Cameroon,1973,6.322,Sub-Saharan Africa,,,,,
Cameroon,1974,6.356,Sub-Saharan Africa,,,,,
Cameroon,1975,6.391,Sub-Saharan Africa,,,,,
Cameroon,1976,6.429,Sub-Saharan Africa,,,,,
Cameroon,1977,6.47,Sub-Saharan Africa,,,,,
Cameroon,1978,6.516,Sub-Saharan Africa,,,,,
Cameroon,1979,6.563,Sub-Saharan Africa,,,,,
Cameroon,1980,6.609,Sub-Saharan Africa,,,,,
Cameroon,1981,6.651,Sub-Saharan Africa,,,,,
Cameroon,1982,6.683,Sub-Saharan Africa,,,,,
Cameroon,1983,6.703,Sub-Saharan Africa,,,,,
Cameroon,1984,6.708,Sub-Saharan Africa,,,,,
Cameroon,1985,6.697,Sub-Saharan Africa,,,,,
Cameroon,1986,6.669,Sub-Saharan Africa,,,,,
Cameroon,1987,6.627,Sub-Saharan Africa,,,,,
Cameroon,1988,6.572,Sub-Saharan Africa,,,,,
Cameroon,1989,6.508,Sub-Saharan Africa,,,,,
Cameroon,1990,6.434,Sub-Saharan Africa,,,,,
Cameroon,1991,6.352,Sub-Saharan Africa,,,,,
Cameroon,1992,6.264,Sub-Saharan Africa,,,,,
Cameroon,1993,6.173,Sub-Saharan Africa,,,,,
Cameroon,1994,6.08,Sub-Saharan Africa,,,,,
Cameroon,1995,5.989,Sub-Saharan Africa,,,,,
Cameroon,1996,5.903,Sub-Saharan Africa,,,,,
Cameroon,1997,5.823,Sub-Saharan Africa,,,,,
Cameroon,1998,5.749,Sub-Saharan Africa,,,,,
Cameroon,1999,5.682,Sub-Saharan Africa,,,,,
Cameroon,2000,5.621,Sub-Saharan Africa,,,,,
Cameroon,2001,5.567,Sub-Saharan Africa,,,,,
Cameroon,2002,5.515,Sub-Saharan Africa,,,,,
Cameroon,2003,5.464,Sub-Saharan Africa,,,,,
Cameroon,2004,5.413,Sub-Saharan Africa,,,,,
Cameroon,2005,5.358,Sub-Saharan Africa,,,,,
Cameroon,2006,5.299,Sub-Saharan Africa,,,,,
Cameroon,2007,5.235,Sub-Saharan Africa,,,,,
Cameroon,2008,5.167,Sub-Saharan Africa,,,,,
Cameroon,2009,5.094,Sub-Saharan Africa,,,,,
Cameroon,2010,5.017,Sub-Saharan Africa,,,,,
Cameroon,2011,4.939,Sub-Saharan Africa,,,,,
Cameroon,2012,4.859,Sub-Saharan Africa,,,,,
Cameroon,2013,4.78,Sub-Saharan Africa,,,,,
Canada,1964,3.513,America,,,,,
Canada,1965,3.149,America,,,,,
Canada,1966,2.814,America,,,,,
Canada,1967,2.596,America,,,,,
Canada,1968,2.456,America,,,,,
Canada,1969,2.405,America,,,,,
Canada,1970,2.311,America,,,,,
Canada,1971,2.137,America,,,,,
Canada,1972,1.965,America,,,,,
Canada,1973,1.875,America,,,,,
Canada,1974,1.83,America,,,,,
Canada,1975,1.831,America,,,,,
Canada,1976,1.782,America,,,,,
Canada,1977,1.75,America,,,,,
Canada,1978,1.697,America,,,,,
Canada,1979,1.695,America,,,,,
Canada,1980,1.68,America,,,,,
Canada,1981,1.652,America,,,,,
Canada,1982,1.636,America,,,,,
Canada,1983,1.62,America,,,,,
Canada,1984,1.624,America,,,,,
Canada,1985,1.61,America,,,,,
Canada,1986,1.594,America,,,,,
Canada,1987,1.576,America,,,,,
Canada,1988,1.599,America,,,,,
Canada,1989,1.658,America,,,,,
Canada,1990,1.715,America,,,,,
Canada,1991,1.714,America,,,,,
Canada,1992,1.711,America,,,,,
Canada,1993,1.682,America,,,,,
Canada,1994,1.685,America,,,,,
Canada,1995,1.67,America,,,,,
Canada,1996,1.631,America,,,,,
Canada,1997,1.567,America,,,,,
Canada,1998,1.556,America,,,,,
Canada,1999,1.544,America,,,,,
Canada,2000,1.507,America,,,,,
Canada,2001,1.536,America,,,,,
Canada,2002,1.513,America,,,,,
Canada,2003,1.542,America,,,,,
Canada,2004,1.548,America,,,,,
Canada,2005,1.566,America,,,,,
Canada,2006,1.613,America,,,,,
Canada,2007,1.657,America,,,,,
Canada,2008,1.6808,America,,,,,
Canada,2009,1.668,America,,,,,
Canada,2010,1.6269,America,,,,,
Canada,2011,1.61,America,,,,,
Canada,2012,1.664,America,,,,,
Canada,2013,1.67,America,,,,,
Cape Verde,1964,6.989,Sub-Saharan Africa,,,,,
Cape Verde,1965,6.993,Sub-Saharan Africa,,,,,
Cape Verde,1966,6.99,Sub-Saharan Africa,,,,,
Cape Verde,1967,6.982,Sub-Saharan Africa,,,,,
Cape Verde,1968,6.97,Sub-Saharan Africa,,,,,
Cape Verde,1969,6.954,Sub-Saharan Africa,,,,,
Cape Verde,1970,6.935,Sub-Saharan Africa,,,,,
Cape Verde,1971,6.913,Sub-Saharan Africa,,,,,
Cape Verde,1972,6.887,Sub-Saharan Africa,,,,,
Cape Verde,1973,6.855,Sub-Saharan Africa,,,,,
Cape Verde,1974,6.818,Sub-Saharan Africa,,,,,
Cape Verde,1975,6.771,Sub-Saharan Africa,,,,,
Cape Verde,1976,6.714,Sub-Saharan Africa,,,,,
Cape Verde,1977,6.645,Sub-Saharan Africa,,,,,
Cape Verde,1978,6.564,Sub-Saharan Africa,,,,,
Cape Verde,1979,6.473,Sub-Saharan Africa,,,,,
Cape Verde,1980,6.375,Sub-Saharan Africa,,,,,
Cape Verde,1981,6.274,Sub-Saharan Africa,,,,,
Cape Verde,1982,6.174,Sub-Saharan Africa,,,,,
Cape Verde,1983,6.075,Sub-Saharan Africa,,,,,
Cape Verde,1984,5.979,Sub-Saharan Africa,,,,,
Cape Verde,1985,5.883,Sub-Saharan Africa,,,,,
Cape Verde,1986,5.784,Sub-Saharan Africa,,,,,
Cape Verde,1987,5.68,Sub-Saharan Africa,,,,,
Cape Verde,1988,5.565,Sub-Saharan Africa,,,,,
Cape Verde,1989,5.441,Sub-Saharan Africa,,,,,
Cape Verde,1990,5.307,Sub-Saharan Africa,,,,,
Cape Verde,1991,5.164,Sub-Saharan Africa,,,,,
Cape Verde,1992,5.016,Sub-Saharan Africa,,,,,
Cape Verde,1993,4.863,Sub-Saharan Africa,,,,,
Cape Verde,1994,4.708,Sub-Saharan Africa,,,,,
Cape Verde,1995,4.55,Sub-Saharan Africa,,,,,
Cape Verde,1996,4.388,Sub-Saharan Africa,,,,,
Cape Verde,1997,4.221,Sub-Saharan Africa,,,,,
Cape Verde,1998,4.05,Sub-Saharan Africa,,,,,
Cape Verde,1999,3.876,Sub-Saharan Africa,,,,,
Cape Verde,2000,3.701,Sub-Saharan Africa,,,,,
Cape Verde,2001,3.527,Sub-Saharan Africa,,,,,
Cape Verde,2002,3.357,Sub-Saharan Africa,,,,,
Cape Verde,2003,3.192,Sub-Saharan Africa,,,,,
Cape Verde,2004,3.037,Sub-Saharan Africa,,,,,
Cape Verde,2005,2.895,Sub-Saharan Africa,,,,,
Cape Verde,2006,2.77,Sub-Saharan Africa,,,,,
Cape Verde,2007,2.66,Sub-Saharan Africa,,,,,
Cape Verde,2008,2.567,Sub-Saharan Africa,,,,,
Cape Verde,2009,2.49,Sub-Saharan Africa,,,,,
Cape Verde,2010,2.427,Sub-Saharan Africa,,,,,
Cape Verde,2011,2.375,Sub-Saharan Africa,,,,,
Cape Verde,2012,2.331,Sub-Saharan Africa,,,,,
Cape Verde,2013,2.292,Sub-Saharan Africa,,,,,
Central African Rep.,1964,5.925,Sub-Saharan Africa,,,,,
Central African Rep.,1965,5.937,Sub-Saharan Africa,,,,,
Central African Rep.,1966,5.945,Sub-Saharan Africa,,,,,
Central African Rep.,1967,5.95,Sub-Saharan Africa,,,,,
Central African Rep.,1968,5.953,Sub-Saharan Africa,,,,,
Central African Rep.,1969,5.954,Sub-Saharan Africa,,,,,
Central African Rep.,1970,5.954,Sub-Saharan Africa,,,,,
Central African Rep.,1971,5.954,Sub-Saharan Africa,,,,,
Central African Rep.,1972,5.953,Sub-Saharan Africa,,,,,
Central African Rep.,1973,5.952,Sub-Saharan Africa,,,,,
Central African Rep.,1974,5.951,Sub-Saharan Africa,,,,,
Central African Rep.,1975,5.95,Sub-Saharan Africa,,,,,
Central African Rep.,1976,5.951,Sub-Saharan Africa,,,,,
Central African Rep.,1977,5.952,Sub-Saharan Africa,,,,,
Central African Rep.,1978,5.953,Sub-Saharan Africa,,,,,
Central African Rep.,1979,5.954,Sub-Saharan Africa,,,,,
Central African Rep.,1980,5.954,Sub-Saharan Africa,,,,,
Central African Rep.,1981,5.955,Sub-Saharan Africa,,,,,
Central African Rep.,1982,5.956,Sub-Saharan Africa,,,,,
Central African Rep.,1983,5.955,Sub-Saharan Africa,,,,,
Central African Rep.,1984,5.952,Sub-Saharan Africa,,,,,
Central African Rep.,1985,5.944,Sub-Saharan Africa,,,,,
Central African Rep.,1986,5.927,Sub-Saharan Africa,,,,,
Central African Rep.,1987,5.902,Sub-Saharan Africa,,,,,
Central African Rep.,1988,5.868,Sub-Saharan Africa,,,,,
Central African Rep.,1989,5.826,Sub-Saharan Africa,,,,,
Central African Rep.,1990,5.78,Sub-Saharan Africa,,,,,
Central African Rep.,1991,5.734,Sub-Saharan Africa,,,,,
Central African Rep.,1992,5.691,Sub-Saharan Africa,,,,,
Central African Rep.,1993,5.653,Sub-Saharan Africa,,,,,
Central African Rep.,1994,5.622,Sub-Saharan Africa,,,,,
Central African Rep.,1995,5.596,Sub-Saharan Africa,,,,,
Central African Rep.,1996,5.573,Sub-Saharan Africa,,,,,
Central African Rep.,1997,5.55,Sub-Saharan Africa,,,,,
Central African Rep.,1998,5.522,Sub-Saharan Africa,,,,,
Central African Rep.,1999,5.488,Sub-Saharan Africa,,,,,
Central African Rep.,2000,5.446,Sub-Saharan Africa,,,,,
Central African Rep.,2001,5.393,Sub-Saharan Africa,,,,,
Central African Rep.,2002,5.329,Sub-Saharan Africa,,,,,
Central African Rep.,2003,5.257,Sub-Saharan Africa,,,,,
Central African Rep.,2004,5.176,Sub-Saharan Africa,,,,,
Central African Rep.,2005,5.089,Sub-Saharan Africa,,,,,
Central African Rep.,2006,4.997,Sub-Saharan Africa,,,,,
Central African Rep.,2007,4.903,Sub-Saharan Africa,,,,,
Central African Rep.,2008,4.809,Sub-Saharan Africa,,,,,
Central African Rep.,2009,4.716,Sub-Saharan Africa,,,,,
Central African Rep.,2010,4.626,Sub-Saharan Africa,,,,,
Central African Rep.,2011,4.538,Sub-Saharan Africa,,,,,
Central African Rep.,2012,4.451,Sub-Saharan Africa,,,,,
Central African Rep.,2013,4.365,Sub-Saharan Africa,,,,,
Chad,1964,6.318,Sub-Saharan Africa,,,,,
Chad,1965,6.337,Sub-Saharan Africa,,,,,
Chad,1966,6.362,Sub-Saharan Africa,,,,,
Chad,1967,6.393,Sub-Saharan Africa,,,,,
Chad,1968,6.432,Sub-Saharan Africa,,,,,
Chad,1969,6.477,Sub-Saharan Africa,,,,,
Chad,1970,6.528,Sub-Saharan Africa,,,,,
Chad,1971,6.582,Sub-Saharan Africa,,,,,
Chad,1972,6.636,Sub-Saharan Africa,,,,,
Chad,1973,6.688,Sub-Saharan Africa,,,,,
Chad,1974,6.736,Sub-Saharan Africa,,,,,
Chad,1975,6.78,Sub-Saharan Africa,,,,,
Chad,1976,6.82,Sub-Saharan Africa,,,,,
Chad,1977,6.857,Sub-Saharan Africa,,,,,
Chad,1978,6.892,Sub-Saharan Africa,,,,,
Chad,1979,6.925,Sub-Saharan Africa,,,,,
Chad,1980,6.958,Sub-Saharan Africa,,,,,
Chad,1981,6.99,Sub-Saharan Africa,,,,,
Chad,1982,7.023,Sub-Saharan Africa,,,,,
Chad,1983,7.056,Sub-Saharan Africa,,,,,
Chad,1984,7.089,Sub-Saharan Africa,,,,,
Chad,1985,7.124,Sub-Saharan Africa,,,,,
Chad,1986,7.161,Sub-Saharan Africa,,,,,
Chad,1987,7.199,Sub-Saharan Africa,,,,,
Chad,1988,7.238,Sub-Saharan Africa,,,,,
Chad,1989,7.276,Sub-Saharan Africa,,,,,
Chad,1990,7.313,Sub-Saharan Africa,,,,,
Chad,1991,7.346,Sub-Saharan Africa,,,,,
Chad,1992,7.376,Sub-Saharan Africa,,,,,
Chad,1993,7.399,Sub-Saharan Africa,,,,,
Chad,1994,7.416,Sub-Saharan Africa,,,,,
Chad,1995,7.425,Sub-Saharan Africa,,,,,
Chad,1996,7.426,Sub-Saharan Africa,,,,,
Chad,1997,7.419,Sub-Saharan Africa,,,,,
Chad,1998,7.405,Sub-Saharan Africa,,,,,
Chad,1999,7.384,Sub-Saharan Africa,,,,,
Chad,2000,7.354,Sub-Saharan Africa,,,,,
Chad,2001,7.315,Sub-Saharan Africa,,,,,
Chad,2002,7.268,Sub-Saharan Africa,,,,,
Chad,2003,7.212,Sub-Saharan Africa,,,,,
Chad,2004,7.147,Sub-Saharan Africa,,,,,
Chad,2005,7.074,Sub-Saharan Africa,,,,,
Chad,2006,6.992,Sub-Saharan Africa,,,,,
Chad,2007,6.902,Sub-Saharan Africa,,,,,
Chad,2008,6.805,Sub-Saharan Africa,,,,,
Chad,2009,6.702,Sub-Saharan Africa,,,,,
Chad,2010,6.596,Sub-Saharan Africa,,,,,
