gdp,region,Country,Year
1054,Sub-Saharan Africa,Chad,1997
1090,Sub-Saharan Africa,Chad,1998
1045,Sub-Saharan Africa,Chad,1999
998,Sub-Saharan Africa,Chad,2000
1073,Sub-Saharan Africa,Chad,2001
1120,Sub-Saharan Africa,Chad,2002
1237,Sub-Saharan Africa,Chad,2003
1592,Sub-Saharan Africa,Chad,2004
1803,Sub-Saharan Africa,Chad,2005
1755,Sub-Saharan Africa,Chad,2006
1755,Sub-Saharan Africa,Chad,2007
1753,Sub-Saharan Africa,Chad,2008
1772,Sub-Saharan Africa,Chad,2009
1953,Sub-Saharan Africa,Chad,2010
1896,Sub-Saharan Africa,Chad,2011
2003,Sub-Saharan Africa,Chad,2012
2055,Sub-Saharan Africa,Chad,2013
6537,America,Chile,1964
6451,America,Chile,1965
7026,America,Chile,1966
7114,America,Chile,1967
7231,America,Chile,1968
7364,America,Chile,1969
7382,America,Chile,1970
7906,America,Chile,1971
7674,America,Chile,1972
7123,America,Chile,1973
7070,America,Chile,1974
6058,America,Chile,1975
6168,America,Chile,1976
6675,America,Chile,1977
7122,America,Chile,1978
7603,America,Chile,1979
8088,America,Chile,1980
8454,America,Chile,1981
7182,America,Chile,1982
6867,America,Chile,1983
7160,America,Chile,1984
7193,America,Chile,1985
7483,America,Chile,1986
7851,America,Chile,1987
8288,America,Chile,1988
9016,America,Chile,1989
9193,America,Chile,1990
9747,America,Chile,1991
10744,America,Chile,1992
11287,America,Chile,1993
11725,America,Chile,1994
12759,America,Chile,1995
13498,America,Chile,1996
14186,America,Chile,1997
14450,America,Chile,1998
14159,America,Chile,1999
14614,America,Chile,2000
14925,America,Chile,2001
15075,America,Chile,2002
15499,America,Chile,2003
16260,America,Chile,2004
16985,America,Chile,2005
17554,America,Chile,2006
18278,America,Chile,2007
18698,America,Chile,2008
18329,America,Chile,2009
19204,America,Chile,2010
20141,America,Chile,2011
21050,America,Chile,2012
21746,America,Chile,2013
713,East Asia & Pacific,China,1964
772,East Asia & Pacific,China,1965
826,East Asia & Pacific,China,1966
719,East Asia & Pacific,China,1967
669,East Asia & Pacific,China,1968
732,East Asia & Pacific,China,1969
848,East Asia & Pacific,China,1970
876,East Asia & Pacific,China,1971
843,East Asia & Pacific,China,1972
894,East Asia & Pacific,China,1973
888,East Asia & Pacific,China,1974
920,East Asia & Pacific,China,1975
891,East Asia & Pacific,China,1976
904,East Asia & Pacific,China,1977
1016,East Asia & Pacific,China,1978
1059,East Asia & Pacific,China,1979
1073,East Asia & Pacific,China,1980
1099,East Asia & Pacific,China,1981
1175,East Asia & Pacific,China,1982
1229,East Asia & Pacific,China,1983
1456,East Asia & Pacific,China,1984
1557,East Asia & Pacific,China,1985
1604,East Asia & Pacific,China,1986
1652,East Asia & Pacific,China,1987
1597,East Asia & Pacific,China,1988
1474,East Asia & Pacific,China,1989
1516,East Asia & Pacific,China,1990
1634,East Asia & Pacific,China,1991
1845,East Asia & Pacific,China,1992
2078,East Asia & Pacific,China,1993
2323,East Asia & Pacific,China,1994
2551,East Asia & Pacific,China,1995
2775,East Asia & Pacific,China,1996
3000,East Asia & Pacific,China,1997
3205,East Asia & Pacific,China,1998
3419,East Asia & Pacific,China,1999
3678,East Asia & Pacific,China,2000
3955,East Asia & Pacific,China,2001
4285,East Asia & Pacific,China,2002
4685,East Asia & Pacific,China,2003
5127,East Asia & Pacific,China,2004
5675,East Asia & Pacific,China,2005
6360,East Asia & Pacific,China,2006
7225,East Asia & Pacific,China,2007
7880,East Asia & Pacific,China,2008
8565,East Asia & Pacific,China,2009
9430,East Asia & Pacific,China,2010
10274,East Asia & Pacific,China,2011
11017,East Asia & Pacific,China,2012
11805,East Asia & Pacific,China,2013
3749,America,Colombia,1964
3777,America,Colombia,1965
3868,America,Colombia,1966
3893,America,Colombia,1967
4021,America,Colombia,1968
4162,America,Colombia,1969
4325,America,Colombia,1970
4484,America,Colombia,1971
4731,America,Colombia,1972
4952,America,Colombia,1973
5161,America,Colombia,1974
5208,America,Colombia,1975
5382,America,Colombia,1976
5544,America,Colombia,1977
5953,America,Colombia,1978
6200,America,Colombia,1979
6373,America,Colombia,1980
6441,America,Colombia,1981
6405,America,Colombia,1982
6421,America,Colombia,1983
6518,America,Colombia,1984
6613,America,Colombia,1985
6887,America,Colombia,1986
7158,America,Colombia,1987
7371,America,Colombia,1988
7519,America,Colombia,1989
7752,America,Colombia,1990
7776,America,Colombia,1991
8014,America,Colombia,1992
8052,America,Colombia,1993
8366,America,Colombia,1994
8643,America,Colombia,1995
8664,America,Colombia,1996
8804,America,Colombia,1997
8701,America,Colombia,1998
8194,America,Colombia,1999
8414,America,Colombia,2000
8415,America,Colombia,2001
8488,America,Colombia,2002
8683,America,Colombia,2003
9005,America,Colombia,2004
9286,America,Colombia,2005
9759,America,Colombia,2006
10278,America,Colombia,2007
10489,America,Colombia,2008
10511,America,Colombia,2009
10777,America,Colombia,2010
11332,America,Colombia,2011
11636,America,Colombia,2012
12054,America,Colombia,2013
1342,Sub-Saharan Africa,Comoros,1964
1308,Sub-Saharan Africa,Comoros,1965
1416,Sub-Saharan Africa,Comoros,1966
1530,Sub-Saharan Africa,Comoros,1967
1494,Sub-Saharan Africa,Comoros,1968
1425,Sub-Saharan Africa,Comoros,1969
1425,Sub-Saharan Africa,Comoros,1970
1453,Sub-Saharan Africa,Comoros,1971
1452,Sub-Saharan Africa,Comoros,1972
1522,Sub-Saharan Africa,Comoros,1973
1525,Sub-Saharan Africa,Comoros,1974
1575,Sub-Saharan Africa,Comoros,1975
1523,Sub-Saharan Africa,Comoros,1976
1522,Sub-Saharan Africa,Comoros,1977
1504,Sub-Saharan Africa,Comoros,1978
1583,Sub-Saharan Africa,Comoros,1979
1636,Sub-Saharan Africa,Comoros,1980
1640,Sub-Saharan Africa,Comoros,1981
1686,Sub-Saharan Africa,Comoros,1982
1712,Sub-Saharan Africa,Comoros,1983
1730,Sub-Saharan Africa,Comoros,1984
1719,Sub-Saharan Africa,Comoros,1985
1703,Sub-Saharan Africa,Comoros,1986
1687,Sub-Saharan Africa,Comoros,1987
1689,Sub-Saharan Africa,Comoros,1988
1621,Sub-Saharan Africa,Comoros,1989
1595,Sub-Saharan Africa,Comoros,1990
1473,Sub-Saharan Africa,Comoros,1991
1561,Sub-Saharan Africa,Comoros,1992
1569,Sub-Saharan Africa,Comoros,1993
1451,Sub-Saharan Africa,Comoros,1994
1467,Sub-Saharan Africa,Comoros,1995
1413,Sub-Saharan Africa,Comoros,1996
1434,Sub-Saharan Africa,Comoros,1997
1416,Sub-Saharan Africa,Comoros,1998
1407,Sub-Saharan Africa,Comoros,1999
1391,Sub-Saharan Africa,Comoros,2000
1517,Sub-Saharan Africa,Comoros,2001
1513,Sub-Saharan Africa,Comoros,2002
1505,Sub-Saharan Africa,Comoros,2003
1495,Sub-Saharan Africa,Comoros,2004
1498,Sub-Saharan Africa,Comoros,2005
1499,Sub-Saharan Africa,Comoros,2006
1472,Sub-Saharan Africa,Comoros,2007
1440,Sub-Saharan Africa,Comoros,2008
1431,Sub-Saharan Africa,Comoros,2009
1426,Sub-Saharan Africa,Comoros,2010
1427,Sub-Saharan Africa,Comoros,2011
1435,Sub-Saharan Africa,Comoros,2012
1450,Sub-Saharan Africa,Comoros,2013
2108,Sub-Saharan Africa,"Congo, Dem. Rep.",1964
2016,Sub-Saharan Africa,"Congo, Dem. Rep.",1965
2085,Sub-Saharan Africa,"Congo, Dem. Rep.",1966
1999,Sub-Saharan Africa,"Congo, Dem. Rep.",1967
2062,Sub-Saharan Africa,"Congo, Dem. Rep.",1968
2160,Sub-Saharan Africa,"Congo, Dem. Rep.",1969
2094,Sub-Saharan Africa,"Congo, Dem. Rep.",1970
2194,Sub-Saharan Africa,"Congo, Dem. Rep.",1971
2145,Sub-Saharan Africa,"Congo, Dem. Rep.",1972
2253,Sub-Saharan Africa,"Congo, Dem. Rep.",1973
2323,Sub-Saharan Africa,"Congo, Dem. Rep.",1974
2032,Sub-Saharan Africa,"Congo, Dem. Rep.",1975
1840,Sub-Saharan Africa,"Congo, Dem. Rep.",1976
1772,Sub-Saharan Africa,"Congo, Dem. Rep.",1977
1628,Sub-Saharan Africa,"Congo, Dem. Rep.",1978
1575,Sub-Saharan Africa,"Congo, Dem. Rep.",1979
1567,Sub-Saharan Africa,"Congo, Dem. Rep.",1980
1567,Sub-Saharan Africa,"Congo, Dem. Rep.",1981
1517,Sub-Saharan Africa,"Congo, Dem. Rep.",1982
1496,Sub-Saharan Africa,"Congo, Dem. Rep.",1983
1535,Sub-Saharan Africa,"Congo, Dem. Rep.",1984
1498,Sub-Saharan Africa,"Congo, Dem. Rep.",1985
1523,Sub-Saharan Africa,"Congo, Dem. Rep.",1986
1517,Sub-Saharan Africa,"Congo, Dem. Rep.",1987
1478,Sub-Saharan Africa,"Congo, Dem. Rep.",1988
1410,Sub-Saharan Africa,"Congo, Dem. Rep.",1989
1270,Sub-Saharan Africa,"Congo, Dem. Rep.",1990
1120,Sub-Saharan Africa,"Congo, Dem. Rep.",1991
963,Sub-Saharan Africa,"Congo, Dem. Rep.",1992
801,Sub-Saharan Africa,"Congo, Dem. Rep.",1993
742,Sub-Saharan Africa,"Congo, Dem. Rep.",1994
724,Sub-Saharan Africa,"Congo, Dem. Rep.",1995
698,Sub-Saharan Africa,"Congo, Dem. Rep.",1996
645,Sub-Saharan Africa,"Congo, Dem. Rep.",1997
622,Sub-Saharan Africa,"Congo, Dem. Rep.",1998
583,Sub-Saharan Africa,"Congo, Dem. Rep.",1999
531,Sub-Saharan Africa,"Congo, Dem. Rep.",2000
506,Sub-Saharan Africa,"Congo, Dem. Rep.",2001
507,Sub-Saharan Africa,"Congo, Dem. Rep.",2002
520,Sub-Saharan Africa,"Congo, Dem. Rep.",2003
539,Sub-Saharan Africa,"Congo, Dem. Rep.",2004
556,Sub-Saharan Africa,"Congo, Dem. Rep.",2005
569,Sub-Saharan Africa,"Congo, Dem. Rep.",2006
588,Sub-Saharan Africa,"Congo, Dem. Rep.",2007
607,Sub-Saharan Africa,"Congo, Dem. Rep.",2008
607,Sub-Saharan Africa,"Congo, Dem. Rep.",2009
632,Sub-Saharan Africa,"Congo, Dem. Rep.",2010
657,Sub-Saharan Africa,"Congo, Dem. Rep.",2011
685,Sub-Saharan Africa,"Congo, Dem. Rep.",2012
724,Sub-Saharan Africa,"Congo, Dem. Rep.",2013
2282,Sub-Saharan Africa,"Congo, Rep.",1964
2329,Sub-Saharan Africa,"Congo, Rep.",1965
2411,Sub-Saharan Africa,"Congo, Rep.",1966
2642,Sub-Saharan Africa,"Congo, Rep.",1967
2825,Sub-Saharan Africa,"Congo, Rep.",1968
3057,Sub-Saharan Africa,"Congo, Rep.",1969
3348,Sub-Saharan Africa,"Congo, Rep.",1970
3545,Sub-Saharan Africa,"Congo, Rep.",1971
3584,Sub-Saharan Africa,"Congo, Rep.",1972
4082,Sub-Saharan Africa,"Congo, Rep.",1973
3930,Sub-Saharan Africa,"Congo, Rep.",1974
3784,Sub-Saharan Africa,"Congo, Rep.",1975
3852,Sub-Saharan Africa,"Congo, Rep.",1976
3469,Sub-Saharan Africa,"Congo, Rep.",1977
3576,Sub-Saharan Africa,"Congo, Rep.",1978
3869,Sub-Saharan Africa,"Congo, Rep.",1979
4238,Sub-Saharan Africa,"Congo, Rep.",1980
4993,Sub-Saharan Africa,"Congo, Rep.",1981
5995,Sub-Saharan Africa,"Congo, Rep.",1982
6153,Sub-Saharan Africa,"Congo, Rep.",1983
6414,Sub-Saharan Africa,"Congo, Rep.",1984
6166,Sub-Saharan Africa,"Congo, Rep.",1985
5586,Sub-Saharan Africa,"Congo, Rep.",1986
5448,Sub-Saharan Africa,"Congo, Rep.",1987
5398,Sub-Saharan Africa,"Congo, Rep.",1988
5350,Sub-Saharan Africa,"Congo, Rep.",1989
5264,Sub-Saharan Africa,"Congo, Rep.",1990
5249,Sub-Saharan Africa,"Congo, Rep.",1991
5248,Sub-Saharan Africa,"Congo, Rep.",1992
5062,Sub-Saharan Africa,"Congo, Rep.",1993
4659,Sub-Saharan Africa,"Congo, Rep.",1994
4715,Sub-Saharan Africa,"Congo, Rep.",1995
4782,Sub-Saharan Africa,"Congo, Rep.",1996
4618,Sub-Saharan Africa,"Congo, Rep.",1997
4657,Sub-Saharan Africa,"Congo, Rep.",1998
4413,Sub-Saharan Africa,"Congo, Rep.",1999
4623,Sub-Saharan Africa,"Congo, Rep.",2000
4680,Sub-Saharan Africa,"Congo, Rep.",2001
4778,Sub-Saharan Africa,"Congo, Rep.",2002
4702,Sub-Saharan Africa,"Congo, Rep.",2003
4745,Sub-Saharan Africa,"Congo, Rep.",2004
4978,Sub-Saharan Africa,"Congo, Rep.",2005
5138,Sub-Saharan Africa,"Congo, Rep.",2006
4905,Sub-Saharan Africa,"Congo, Rep.",2007
5022,Sub-Saharan Africa,"Congo, Rep.",2008
5236,Sub-Saharan Africa,"Congo, Rep.",2009
5533,Sub-Saharan Africa,"Congo, Rep.",2010
5569,Sub-Saharan Africa,"Congo, Rep.",2011
5631,Sub-Saharan Africa,"Congo, Rep.",2012
5680,Sub-Saharan Africa,"Congo, Rep.",2013
4495,America,Costa Rica,1964
4749,America,Costa Rica,1965
4953,America,Costa Rica,1966
5094,America,Costa Rica,1967
5324,America,Costa Rica,1968
5518,America,Costa Rica,1969
5723,America,Costa Rica,1970
5933,America,Costa Rica,1971
6287,America,Costa Rica,1972
6597,America,Costa Rica,1973
6772,America,Costa Rica,1974
6725,America,Costa Rica,1975
6898,America,Costa Rica,1976
7305,America,Costa Rica,1977
7465,America,Costa Rica,1978
7607,America,Costa Rica,1979
7537,America,Costa Rica,1980
7190,America,Costa Rica,1981
6508,America,Costa Rica,1982
6505,America,Costa Rica,1983
6820,America,Costa Rica,1984
6683,America,Costa Rica,1985
6851,America,Costa Rica,1986
6984,America,Costa Rica,1987
7036,America,Costa Rica,1988
7253,America,Costa Rica,1989
7333,America,Costa Rica,1990
7337,America,Costa Rica,1991
7816,America,Costa Rica,1992
8196,America,Costa Rica,1993
8378,America,Costa Rica,1994
8495,America,Costa Rica,1995
8357,America,Costa Rica,1996
8603,America,Costa Rica,1997
9095,America,Costa Rica,1998
9610,America,Costa Rica,1999
9564,America,Costa Rica,2000
9465,America,Costa Rica,2001
9548,America,Costa Rica,2002
9972,America,Costa Rica,2003
10212,America,Costa Rica,2004
10629,America,Costa Rica,2005
11371,America,Costa Rica,2006
12079,America,Costa Rica,2007
12219,America,Costa Rica,2008
11914,America,Costa Rica,2009
12322,America,Costa Rica,2010
12694,America,Costa Rica,2011
13162,America,Costa Rica,2012
13427,America,Costa Rica,2013
3312,Sub-Saharan Africa,Cote d'Ivoire,1964
3091,Sub-Saharan Africa,Cote d'Ivoire,1965
3291,Sub-Saharan Africa,Cote d'Ivoire,1966
3261,Sub-Saharan Africa,Cote d'Ivoire,1967
3565,Sub-Saharan Africa,Cote d'Ivoire,1968
3645,Sub-Saharan Africa,Cote d'Ivoire,1969
3798,Sub-Saharan Africa,Cote d'Ivoire,1970
3983,Sub-Saharan Africa,Cote d'Ivoire,1971
3975,Sub-Saharan Africa,Cote d'Ivoire,1972
4029,Sub-Saharan Africa,Cote d'Ivoire,1973
4020,Sub-Saharan Africa,Cote d'Ivoire,1974
4159,Sub-Saharan Africa,Cote d'Ivoire,1975
4488,Sub-Saharan Africa,Cote d'Ivoire,1976
4602,Sub-Saharan Africa,Cote d'Ivoire,1977
4878,Sub-Saharan Africa,Cote d'Ivoire,1978
4776,Sub-Saharan Africa,Cote d'Ivoire,1979
4068,Sub-Saharan Africa,Cote d'Ivoire,1980
4030,Sub-Saharan Africa,Cote d'Ivoire,1981
3868,Sub-Saharan Africa,Cote d'Ivoire,1982
3564,Sub-Saharan Africa,Cote d'Ivoire,1983
3330,Sub-Saharan Africa,Cote d'Ivoire,1984
3347,Sub-Saharan Africa,Cote d'Ivoire,1985
3330,Sub-Saharan Africa,Cote d'Ivoire,1986
3203,Sub-Saharan Africa,Cote d'Ivoire,1987
3129,Sub-Saharan Africa,Cote d'Ivoire,1988
3385,Sub-Saharan Africa,Cote d'Ivoire,1989
3234,Sub-Saharan Africa,Cote d'Ivoire,1990
3128,Sub-Saharan Africa,Cote d'Ivoire,1991
3019,Sub-Saharan Africa,Cote d'Ivoire,1992
2918,Sub-Saharan Africa,Cote d'Ivoire,1993
2851,Sub-Saharan Africa,Cote d'Ivoire,1994
2964,Sub-Saharan Africa,Cote d'Ivoire,1995
3103,Sub-Saharan Africa,Cote d'Ivoire,1996
3131,Sub-Saharan Africa,Cote d'Ivoire,1997
3202,Sub-Saharan Africa,Cote d'Ivoire,1998
3178,Sub-Saharan Africa,Cote d'Ivoire,1999
3049,Sub-Saharan Africa,Cote d'Ivoire,2000
2999,Sub-Saharan Africa,Cote d'Ivoire,2001
2904,Sub-Saharan Africa,Cote d'Ivoire,2002
2825,Sub-Saharan Africa,Cote d'Ivoire,2003
2820,Sub-Saharan Africa,Cote d'Ivoire,2004
2828,Sub-Saharan Africa,Cote d'Ivoire,2005
2827,Sub-Saharan Africa,Cote d'Ivoire,2006
2831,Sub-Saharan Africa,Cote d'Ivoire,2007
2854,Sub-Saharan Africa,Cote d'Ivoire,2008
2892,Sub-Saharan Africa,Cote d'Ivoire,2009
2892,Sub-Saharan Africa,Cote d'Ivoire,2010
2706,Sub-Saharan Africa,Cote d'Ivoire,2011
2928,Sub-Saharan Africa,Cote d'Ivoire,2012
3123,Sub-Saharan Africa,Cote d'Ivoire,2013
9476,Europe & Central Asia,Croatia,1964
9636,Europe & Central Asia,Croatia,1965
10057,Europe & Central Asia,Croatia,1966
10141,Europe & Central Asia,Croatia,1967
10267,Europe & Central Asia,Croatia,1968
11324,Europe & Central Asia,Croatia,1969
11777,Europe & Central Asia,Croatia,1970
13019,Europe & Central Asia,Croatia,1971
13345,Europe & Central Asia,Croatia,1972
13674,Europe & Central Asia,Croatia,1973
15299,Europe & Central Asia,Croatia,1974
15162,Europe & Central Asia,Croatia,1975
15482,Europe & Central Asia,Croatia,1976
16453,Europe & Central Asia,Croatia,1977
17208,Europe & Central Asia,Croatia,1978
18232,Europe & Central Asia,Croatia,1979
18996,Europe & Central Asia,Croatia,1980
19215,Europe & Central Asia,Croatia,1981
19228,Europe & Central Asia,Croatia,1982
19282,Europe & Central Asia,Croatia,1983
19659,Europe & Central Asia,Croatia,1984
19711,Europe & Central Asia,Croatia,1985
20412,Europe & Central Asia,Croatia,1986
20085,Europe & Central Asia,Croatia,1987
19712,Europe & Central Asia,Croatia,1988
19374,Europe & Central Asia,Croatia,1989
17890,Europe & Central Asia,Croatia,1990
14020,Europe & Central Asia,Croatia,1991
12269,Europe & Central Asia,Croatia,1992
11182,Europe & Central Asia,Croatia,1993
11764,Europe & Central Asia,Croatia,1994
12543,Europe & Central Asia,Croatia,1995
13797,Europe & Central Asia,Croatia,1996
14463,Europe & Central Asia,Croatia,1997
14965,Europe & Central Asia,Croatia,1998
14652,Europe & Central Asia,Croatia,1999
15644,Europe & Central Asia,Croatia,2000
16130,Europe & Central Asia,Croatia,2001
16977,Europe & Central Asia,Croatia,2002
17920,Europe & Central Asia,Croatia,2003
18656,Europe & Central Asia,Croatia,2004
19420,Europe & Central Asia,Croatia,2005
20358,Europe & Central Asia,Croatia,2006
21426,Europe & Central Asia,Croatia,2007
21873,Europe & Central Asia,Croatia,2008
20283,Europe & Central Asia,Croatia,2009
19989,Europe & Central Asia,Croatia,2010
20571,Europe & Central Asia,Croatia,2011
20183,Europe & Central Asia,Croatia,2012
20049,Europe & Central Asia,Croatia,2013
9179,America,Cuba,1964
9116,America,Cuba,1965
9436,America,Cuba,1966
10372,America,Cuba,1967
9626,America,Cuba,1968
9377,America,Cuba,1969
8918,America,Cuba,1970
9471,America,Cuba,1971
9745,America,Cuba,1972
10439,America,Cuba,1973
10805,America,Cuba,1974
11176,America,Cuba,1975
11334,America,Cuba,1976
11712,America,Cuba,1977
12312,America,Cuba,1978
12519,America,Cuba,1979
12284,America,Cuba,1980
13224,America,Cuba,1981
13421,America,Cuba,1982
13669,America,Cuba,1983
14019,America,Cuba,1984
14135,America,Cuba,1985
14025,America,Cuba,1986
13805,America,Cuba,1987
13925,America,Cuba,1988
13829,America,Cuba,1989
13670,America,Cuba,1990
12113,America,Cuba,1991
10637,America,Cuba,1992
9001,America,Cuba,1993
9018,America,Cuba,1994
9195,America,Cuba,1995
9871,America,Cuba,1996
10106,America,Cuba,1997
10086,America,Cuba,1998
10674,America,Cuba,1999
11268,America,Cuba,2000
11588,America,Cuba,2001
11715,America,Cuba,2002
12123,America,Cuba,2003
12791,America,Cuba,2004
14200,America,Cuba,2005
15901,America,Cuba,2006
17055,America,Cuba,2007
17765,America,Cuba,2008
18035,America,Cuba,2009
18477,America,Cuba,2010
19005,America,Cuba,2011
19586,America,Cuba,2012
20122,America,Cuba,2013
6563,Europe & Central Asia,Cyprus,1964
6831,Europe & Central Asia,Cyprus,1965
7110,Europe & Central Asia,Cyprus,1966
7400,Europe & Central Asia,Cyprus,1967
7702,Europe & Central Asia,Cyprus,1968
8017,Europe & Central Asia,Cyprus,1969
8344,Europe & Central Asia,Cyprus,1970
9415,Europe & Central Asia,Cyprus,1971
10088,Europe & Central Asia,Cyprus,1972
10394,Europe & Central Asia,Cyprus,1973
10200,Europe & Central Asia,Cyprus,1974
8574,Europe & Central Asia,Cyprus,1975
10217,Europe & Central Asia,Cyprus,1976
11852,Europe & Central Asia,Cyprus,1977
12722,Europe & Central Asia,Cyprus,1978
13897,Europe & Central Asia,Cyprus,1979
14582,Europe & Central Asia,Cyprus,1980
14858,Europe & Central Asia,Cyprus,1981
15638,Europe & Central Asia,Cyprus,1982
16279,Europe & Central Asia,Cyprus,1983
17500,Europe & Central Asia,Cyprus,1984
18130,Europe & Central Asia,Cyprus,1985
18626,Europe & Central Asia,Cyprus,1986
19748,Europe & Central Asia,Cyprus,1987
21185,Europe & Central Asia,Cyprus,1988
22598,Europe & Central Asia,Cyprus,1989
23802,Europe & Central Asia,Cyprus,1990
23366,Europe & Central Asia,Cyprus,1991
24891,Europe & Central Asia,Cyprus,1992
24467,Europe & Central Asia,Cyprus,1993
25380,Europe & Central Asia,Cyprus,1994
26445,Europe & Central Asia,Cyprus,1995
26450,Europe & Central Asia,Cyprus,1996
26704,Europe & Central Asia,Cyprus,1997
27721,Europe & Central Asia,Cyprus,1998
28698,Europe & Central Asia,Cyprus,1999
30005,Europe & Central Asia,Cyprus,2000
30745,Europe & Central Asia,Cyprus,2001
31373,Europe & Central Asia,Cyprus,2002
31858,Europe & Central Asia,Cyprus,2003
32812,Europe & Central Asia,Cyprus,2004
33592,Europe & Central Asia,Cyprus,2005
34528,Europe & Central Asia,Cyprus,2006
35455,Europe & Central Asia,Cyprus,2007
35828,Europe & Central Asia,Cyprus,2008
34166,Europe & Central Asia,Cyprus,2009
33747,Europe & Central Asia,Cyprus,2010
32983,Europe & Central Asia,Cyprus,2011
31710,Europe & Central Asia,Cyprus,2012
30081,Europe & Central Asia,Cyprus,2013
18228,Europe & Central Asia,Denmark,1964
18917,Europe & Central Asia,Denmark,1965
19284,Europe & Central Asia,Denmark,1966
19775,Europe & Central Asia,Denmark,1967
20482,Europe & Central Asia,Denmark,1968
21701,Europe & Central Asia,Denmark,1969
21990,Europe & Central Asia,Denmark,1970
22464,Europe & Central Asia,Denmark,1971
23562,Europe & Central Asia,Denmark,1972
24318,Europe & Central Asia,Denmark,1973
24027,Europe & Central Asia,Denmark,1974
23846,Europe & Central Asia,Denmark,1975
25376,Europe & Central Asia,Denmark,1976
25758,Europe & Central Asia,Denmark,1977
26108,Europe & Central Asia,Denmark,1978
27020,Europe & Central Asia,Denmark,1979
26921,Europe & Central Asia,Denmark,1980
26741,Europe & Central Asia,Denmark,1981
27622,Europe & Central Asia,Denmark,1982
28392,Europe & Central Asia,Denmark,1983
29711,Europe & Central Asia,Denmark,1984
31032,Europe & Central Asia,Denmark,1985
32181,Europe & Central Asia,Denmark,1986
32297,Europe & Central Asia,Denmark,1987
32720,Europe & Central Asia,Denmark,1988
32849,Europe & Central Asia,Denmark,1989
33256,Europe & Central Asia,Denmark,1990
33601,Europe & Central Asia,Denmark,1991
34152,Europe & Central Asia,Denmark,1992
34008,Europe & Central Asia,Denmark,1993
35766,Europe & Central Asia,Denmark,1994
36670,Europe & Central Asia,Denmark,1995
37521,Europe & Central Asia,Denmark,1996
38584,Europe & Central Asia,Denmark,1997
39297,Europe & Central Asia,Denmark,1998
40321,Europe & Central Asia,Denmark,1999
41693,Europe & Central Asia,Denmark,2000
41886,Europe & Central Asia,Denmark,2001
41947,Europe & Central Asia,Denmark,2002
41996,Europe & Central Asia,Denmark,2003
42993,Europe & Central Asia,Denmark,2004
43919,Europe & Central Asia,Denmark,2005
45437,Europe & Central Asia,Denmark,2006
45609,Europe & Central Asia,Denmark,2007
45017,Europe & Central Asia,Denmark,2008
42498,Europe & Central Asia,Denmark,2009
42997,Europe & Central Asia,Denmark,2010
43314,Europe & Central Asia,Denmark,2011
42869,Europe & Central Asia,Denmark,2012
42483,Europe & Central Asia,Denmark,2013
3700,Middle East & North Africa,Djibouti,1964
3693,Middle East & North Africa,Djibouti,1965
3708,Middle East & North Africa,Djibouti,1966
3701,Middle East & North Africa,Djibouti,1967
3676,Middle East & North Africa,Djibouti,1968
3668,Middle East & North Africa,Djibouti,1969
4357,Middle East & North Africa,Djibouti,1970
4510,Middle East & North Africa,Djibouti,1971
4529,Middle East & North Africa,Djibouti,1972
4602,Middle East & North Africa,Djibouti,1973
4381,Middle East & North Africa,Djibouti,1974
4350,Middle East & North Africa,Djibouti,1975
4538,Middle East & North Africa,Djibouti,1976
3779,Middle East & North Africa,Djibouti,1977
3632,Middle East & North Africa,Djibouti,1978
3555,Middle East & North Africa,Djibouti,1979
3500,Middle East & North Africa,Djibouti,1980
3526,Middle East & North Africa,Djibouti,1981
3531,Middle East & North Africa,Djibouti,1982
3461,Middle East & North Africa,Djibouti,1983
3795,Middle East & North Africa,Djibouti,1984
3704,Middle East & North Africa,Djibouti,1985
3616,Middle East & North Africa,Djibouti,1986
3532,Middle East & North Africa,Djibouti,1987
3364,Middle East & North Africa,Djibouti,1988
3165,Middle East & North Africa,Djibouti,1989
3050,Middle East & North Africa,Djibouti,1990
2811,Middle East & North Africa,Djibouti,1991
2736,Middle East & North Africa,Djibouti,1992
2505,Middle East & North Africa,Djibouti,1993
2440,Middle East & North Africa,Djibouti,1994
2315,Middle East & North Africa,Djibouti,1995
2181,Middle East & North Africa,Djibouti,1996
2127,Middle East & North Africa,Djibouti,1997
2092,Middle East & North Africa,Djibouti,1998
2103,Middle East & North Africa,Djibouti,1999
2079,Middle East & North Africa,Djibouti,2000
2090,Middle East & North Africa,Djibouti,2001
2114,Middle East & North Africa,Djibouti,2002
2150,Middle East & North Africa,Djibouti,2003
2202,Middle East & North Africa,Djibouti,2004
2240,Middle East & North Africa,Djibouti,2005
2315,Middle East & North Africa,Djibouti,2006
2399,Middle East & North Africa,Djibouti,2007
2502,Middle East & North Africa,Djibouti,2008
2590,Middle East & North Africa,Djibouti,2009
2665,Middle East & North Africa,Djibouti,2010
2767,Middle East & North Africa,Djibouti,2011
2807,Middle East & North Africa,Djibouti,2012
2903,Middle East & North Africa,Djibouti,2013
4786,America,Ecuador,1964
5108,America,Ecuador,1965
5102,America,Ecuador,1966
5226,America,Ecuador,1967
5364,America,Ecuador,1968
5501,America,Ecuador,1969
5723,America,Ecuador,1970
5866,America,Ecuador,1971
6035,America,Ecuador,1972
6580,America,Ecuador,1973
6752,America,Ecuador,1974
6891,America,Ecuador,1975
7330,America,Ecuador,1976
7560,America,Ecuador,1977
