Country,Year,child_mortality,region
Chile,1965,115.9,America
Chile,1966,104.5,America
Chile,1967,94.1,America
Chile,1968,86.2,America
Chile,1969,81.7,America
Chile,1970,79.6,America
Chile,1971,78.4,America
Chile,1972,77,America
Chile,1973,74.6,America
Chile,1974,70.6,America
Chile,1975,64.7,America
Chile,1976,57.1,America
Chile,1977,48.8,America
Chile,1978,41.7,America
Chile,1979,36.8,America
Chile,1980,33.2,America
Chile,1981,30.1,America
Chile,1982,27,America
Chile,1983,24.6,America
Chile,1984,23.1,America
Chile,1985,22.4,America
Chile,1986,22.1,America
Chile,1987,21.9,America
Chile,1988,21.4,America
Chile,1989,20.4,America
Chile,1990,19.1,America
Chile,1991,17.7,America
Chile,1992,16.4,America
Chile,1993,15.1,America
Chile,1994,14,America
Chile,1995,13.1,America
Chile,1996,12.5,America
Chile,1997,12.2,America
Chile,1998,12,America
Chile,1999,11.5,America
Chile,2000,10.9,America
Chile,2001,10.3,America
Chile,2002,9.8,America
Chile,2003,9.5,America
Chile,2004,9.3,America
Chile,2005,9.1,America
Chile,2006,9,America
Chile,2007,8.9,America
Chile,2008,8.9,America
Chile,2009,8.8,America
Chile,2010,8.8,America
Chile,2011,8.7,America
Chile,2012,8.6,America
Chile,2013,8.4,America
China,1964,130.77,East Asia & Pacific
China,1965,115.43,East Asia & Pacific
China,1966,120.8,East Asia & Pacific
China,1967,126.42,East Asia & Pacific
China,1968,132.3,East Asia & Pacific
China,1969,119.1,East Asia & Pacific
China,1970,113.3,East Asia & Pacific
China,1971,107.7,East Asia & Pacific
China,1972,102.1,East Asia & Pacific
China,1973,96.5,East Asia & Pacific
China,1974,90.9,East Asia & Pacific
China,1975,85.2,East Asia & Pacific
China,1976,79.8,East Asia & Pacific
China,1977,74.6,East Asia & Pacific
China,1978,70,East Asia & Pacific
China,1979,65.9,East Asia & Pacific
China,1980,62.4,East Asia & Pacific
China,1981,59.6,East Asia & Pacific
China,1982,57.4,East Asia & Pacific
China,1983,55.7,East Asia & Pacific
China,1984,54.6,East Asia & Pacific
China,1985,54,East Asia & Pacific
China,1986,53.7,East Asia & Pacific
China,1987,53.7,East Asia & Pacific
China,1988,53.9,East Asia & Pacific
China,1989,54,East Asia & Pacific
China,1990,53.8,East Asia & Pacific
China,1991,53.3,East Asia & Pacific
China,1992,52.4,East Asia & Pacific
China,1993,51,East Asia & Pacific
China,1994,49.3,East Asia & Pacific
China,1995,47.5,East Asia & Pacific
China,1996,45.6,East Asia & Pacific
China,1997,43.6,East Asia & Pacific
China,1998,41.5,East Asia & Pacific
China,1999,39.3,East Asia & Pacific
China,2000,36.9,East Asia & Pacific
China,2001,34.3,East Asia & Pacific
China,2002,31.6,East Asia & Pacific
China,2003,28.9,East Asia & Pacific
China,2004,26.3,East Asia & Pacific
China,2005,24,East Asia & Pacific
China,2006,21.9,East Asia & Pacific
China,2007,20.1,East Asia & Pacific
China,2008,18.5,East Asia & Pacific
China,2009,17,East Asia & Pacific
China,2010,15.7,East Asia & Pacific
China,2011,14.5,East Asia & Pacific
China,2012,13.4,East Asia & Pacific
China,2013,12.3,East Asia & Pacific
Colombia,1964,116.7,America
Colombia,1965,114,America
Colombia,1966,111.1,America
Colombia,1967,108,America
Colombia,1968,104.6,America
Colombia,1969,101.1,America
Colombia,1970,97.6,America
Colombia,1971,94,America
Colombia,1972,90.4,America
Colombia,1973,86.7,America
Colombia,1974,82.8,America
Colombia,1975,78.7,America
Colombia,1976,74.3,America
Colombia,1977,69.9,America
Colombia,1978,65.5,America
Colombia,1979,61.3,America
Colombia,1980,57.4,America
Colombia,1981,53.7,America
Colombia,1982,50.3,America
Colombia,1983,47.3,America
Colombia,1984,44.6,America
Colombia,1985,42.3,America
Colombia,1986,40.3,America
Colombia,1987,38.7,America
Colombia,1988,37.4,America
Colombia,1989,36.2,America
Colombia,1990,35.1,America
Colombia,1991,34.1,America
Colombia,1992,33.1,America
Colombia,1993,32.1,America
Colombia,1994,31,America
Colombia,1995,30,America
Colombia,1996,28.9,America
Colombia,1997,27.9,America
Colombia,1998,26.9,America
Colombia,1999,26,America
Colombia,2000,25.1,America
Colombia,2001,24.3,America
Colombia,2002,23.6,America
Colombia,2003,22.9,America
Colombia,2004,22.2,America
Colombia,2005,21.5,America
Colombia,2006,20.9,America
Colombia,2007,20.3,America
Colombia,2008,19.7,America
Colombia,2009,19.1,America
Colombia,2010,18.5,America
Colombia,2011,18,America
Colombia,2012,17.4,America
Colombia,2013,16.9,America
Comoros,1964,277.16,Sub-Saharan Africa
Comoros,1965,266.1,Sub-Saharan Africa
Comoros,1966,255.47,Sub-Saharan Africa
Comoros,1967,245.27,Sub-Saharan Africa
Comoros,1968,235.48,Sub-Saharan Africa
Comoros,1969,226.07,Sub-Saharan Africa
Comoros,1970,227.1,Sub-Saharan Africa
Comoros,1971,221.8,Sub-Saharan Africa
Comoros,1972,217.1,Sub-Saharan Africa
Comoros,1973,212.4,Sub-Saharan Africa
Comoros,1974,207.7,Sub-Saharan Africa
Comoros,1975,202.7,Sub-Saharan Africa
Comoros,1976,197.7,Sub-Saharan Africa
Comoros,1977,192.3,Sub-Saharan Africa
Comoros,1978,186.8,Sub-Saharan Africa
Comoros,1979,181.1,Sub-Saharan Africa
Comoros,1980,175.3,Sub-Saharan Africa
Comoros,1981,169.4,Sub-Saharan Africa
Comoros,1982,163.6,Sub-Saharan Africa
Comoros,1983,157.9,Sub-Saharan Africa
Comoros,1984,152.4,Sub-Saharan Africa
Comoros,1985,147.2,Sub-Saharan Africa
Comoros,1986,142.2,Sub-Saharan Africa
Comoros,1987,137.6,Sub-Saharan Africa
Comoros,1988,133.2,Sub-Saharan Africa
Comoros,1989,129.1,Sub-Saharan Africa
Comoros,1990,125.1,Sub-Saharan Africa
Comoros,1991,121.2,Sub-Saharan Africa
Comoros,1992,117.2,Sub-Saharan Africa
Comoros,1993,113.6,Sub-Saharan Africa
Comoros,1994,110.5,Sub-Saharan Africa
Comoros,1995,107.8,Sub-Saharan Africa
Comoros,1996,105.6,Sub-Saharan Africa
Comoros,1997,104,Sub-Saharan Africa
Comoros,1998,102.7,Sub-Saharan Africa
Comoros,1999,101.8,Sub-Saharan Africa
Comoros,2000,101.1,Sub-Saharan Africa
Comoros,2001,100.8,Sub-Saharan Africa
Comoros,2002,100.8,Sub-Saharan Africa
Comoros,2003,100.4,Sub-Saharan Africa
Comoros,2004,99.4,Sub-Saharan Africa
Comoros,2005,97.8,Sub-Saharan Africa
Comoros,2006,95.7,Sub-Saharan Africa
Comoros,2007,93.5,Sub-Saharan Africa
Comoros,2008,91.2,Sub-Saharan Africa
Comoros,2009,88.5,Sub-Saharan Africa
Comoros,2010,86,Sub-Saharan Africa
Comoros,2011,83.3,Sub-Saharan Africa
Comoros,2012,80.9,Sub-Saharan Africa
Comoros,2013,78.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1964,259.55,Sub-Saharan Africa
"Congo, Dem. Rep.",1965,257.96,Sub-Saharan Africa
"Congo, Dem. Rep.",1966,256.38,Sub-Saharan Africa
"Congo, Dem. Rep.",1967,254.81,Sub-Saharan Africa
"Congo, Dem. Rep.",1968,253.25,Sub-Saharan Africa
"Congo, Dem. Rep.",1969,251.7,Sub-Saharan Africa
"Congo, Dem. Rep.",1970,248.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1971,244.8,Sub-Saharan Africa
"Congo, Dem. Rep.",1972,241.4,Sub-Saharan Africa
"Congo, Dem. Rep.",1973,237.7,Sub-Saharan Africa
"Congo, Dem. Rep.",1974,234.2,Sub-Saharan Africa
"Congo, Dem. Rep.",1975,230.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1976,226.4,Sub-Saharan Africa
"Congo, Dem. Rep.",1977,222.7,Sub-Saharan Africa
"Congo, Dem. Rep.",1978,219,Sub-Saharan Africa
"Congo, Dem. Rep.",1979,215.4,Sub-Saharan Africa
"Congo, Dem. Rep.",1980,212,Sub-Saharan Africa
"Congo, Dem. Rep.",1981,208.8,Sub-Saharan Africa
"Congo, Dem. Rep.",1982,205.7,Sub-Saharan Africa
"Congo, Dem. Rep.",1983,202.8,Sub-Saharan Africa
"Congo, Dem. Rep.",1984,200.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1985,197.7,Sub-Saharan Africa
"Congo, Dem. Rep.",1986,195.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1987,193,Sub-Saharan Africa
"Congo, Dem. Rep.",1988,190.8,Sub-Saharan Africa
"Congo, Dem. Rep.",1989,188.5,Sub-Saharan Africa
"Congo, Dem. Rep.",1990,186.5,Sub-Saharan Africa
"Congo, Dem. Rep.",1991,184.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1992,182.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1993,180.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1994,178.3,Sub-Saharan Africa
"Congo, Dem. Rep.",1995,176.4,Sub-Saharan Africa
"Congo, Dem. Rep.",1996,174.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1997,171.5,Sub-Saharan Africa
"Congo, Dem. Rep.",1998,168.4,Sub-Saharan Africa
"Congo, Dem. Rep.",1999,164.9,Sub-Saharan Africa
"Congo, Dem. Rep.",2000,161,Sub-Saharan Africa
"Congo, Dem. Rep.",2001,156.8,Sub-Saharan Africa
"Congo, Dem. Rep.",2002,152.4,Sub-Saharan Africa
"Congo, Dem. Rep.",2003,147.8,Sub-Saharan Africa
"Congo, Dem. Rep.",2004,143.2,Sub-Saharan Africa
"Congo, Dem. Rep.",2005,138.4,Sub-Saharan Africa
"Congo, Dem. Rep.",2006,133.5,Sub-Saharan Africa
"Congo, Dem. Rep.",2007,128.9,Sub-Saharan Africa
"Congo, Dem. Rep.",2008,124.5,Sub-Saharan Africa
"Congo, Dem. Rep.",2009,120.1,Sub-Saharan Africa
"Congo, Dem. Rep.",2010,116.1,Sub-Saharan Africa
"Congo, Dem. Rep.",2011,112.2,Sub-Saharan Africa
"Congo, Dem. Rep.",2012,108.5,Sub-Saharan Africa
"Congo, Dem. Rep.",2013,104.8,Sub-Saharan Africa
"Congo, Rep.",1964,168.3,Sub-Saharan Africa
"Congo, Rep.",1965,163.9,Sub-Saharan Africa
"Congo, Rep.",1966,159.4,Sub-Saharan Africa
"Congo, Rep.",1967,155,Sub-Saharan Africa
"Congo, Rep.",1968,150.9,Sub-Saharan Africa
"Congo, Rep.",1969,147,Sub-Saharan Africa
"Congo, Rep.",1970,143.1,Sub-Saharan Africa
"Congo, Rep.",1971,139.5,Sub-Saharan Africa
"Congo, Rep.",1972,135.7,Sub-Saharan Africa
"Congo, Rep.",1973,132.2,Sub-Saharan Africa
"Congo, Rep.",1974,129.3,Sub-Saharan Africa
"Congo, Rep.",1975,126.3,Sub-Saharan Africa
"Congo, Rep.",1976,123.3,Sub-Saharan Africa
"Congo, Rep.",1977,120.5,Sub-Saharan Africa
"Congo, Rep.",1978,117.7,Sub-Saharan Africa
"Congo, Rep.",1979,114.7,Sub-Saharan Africa
"Congo, Rep.",1980,111.9,Sub-Saharan Africa
"Congo, Rep.",1981,109.1,Sub-Saharan Africa
"Congo, Rep.",1982,106.2,Sub-Saharan Africa
"Congo, Rep.",1983,103.2,Sub-Saharan Africa
"Congo, Rep.",1984,100.2,Sub-Saharan Africa
"Congo, Rep.",1985,97.5,Sub-Saharan Africa
"Congo, Rep.",1986,95.3,Sub-Saharan Africa
"Congo, Rep.",1987,93.7,Sub-Saharan Africa
"Congo, Rep.",1988,92.8,Sub-Saharan Africa
"Congo, Rep.",1989,92.8,Sub-Saharan Africa
"Congo, Rep.",1990,93.6,Sub-Saharan Africa
"Congo, Rep.",1991,95.2,Sub-Saharan Africa
"Congo, Rep.",1992,97.4,Sub-Saharan Africa
"Congo, Rep.",1993,100.2,Sub-Saharan Africa
"Congo, Rep.",1994,103.8,Sub-Saharan Africa
"Congo, Rep.",1995,107.7,Sub-Saharan Africa
"Congo, Rep.",1996,111.9,Sub-Saharan Africa
"Congo, Rep.",1997,116,Sub-Saharan Africa
"Congo, Rep.",1998,119.3,Sub-Saharan Africa
"Congo, Rep.",1999,121.4,Sub-Saharan Africa
"Congo, Rep.",2000,121.6,Sub-Saharan Africa
"Congo, Rep.",2001,119.7,Sub-Saharan Africa
"Congo, Rep.",2002,115.6,Sub-Saharan Africa
"Congo, Rep.",2003,109.8,Sub-Saharan Africa
"Congo, Rep.",2004,102.9,Sub-Saharan Africa
"Congo, Rep.",2005,95.3,Sub-Saharan Africa
"Congo, Rep.",2006,87.4,Sub-Saharan Africa
"Congo, Rep.",2007,79.9,Sub-Saharan Africa
"Congo, Rep.",2008,72.6,Sub-Saharan Africa
"Congo, Rep.",2009,66.1,Sub-Saharan Africa
"Congo, Rep.",2010,60.6,Sub-Saharan Africa
"Congo, Rep.",2011,56.1,Sub-Saharan Africa
"Congo, Rep.",2012,52.6,Sub-Saharan Africa
"Congo, Rep.",2013,49.6,Sub-Saharan Africa
Costa Rica,1964,92.08,America
Costa Rica,1965,88.8,America
Costa Rica,1966,85,America
Costa Rica,1967,82.3,America
Costa Rica,1968,80.4,America
Costa Rica,1969,78.8,America
Costa Rica,1970,76.4,America
Costa Rica,1971,71.8,America
Costa Rica,1972,64.9,America
Costa Rica,1973,57.8,America
Costa Rica,1974,51.8,America
Costa Rica,1975,46.3,America
Costa Rica,1976,40.3,America
Costa Rica,1977,34,America
Costa Rica,1978,28.9,America
Costa Rica,1979,25.6,America
Costa Rica,1980,23.8,America
Costa Rica,1981,23.1,America
Costa Rica,1982,22.9,America
Costa Rica,1983,22.8,America
Costa Rica,1984,22.4,America
Costa Rica,1985,21.6,America
Costa Rica,1986,20.5,America
Costa Rica,1987,19.3,America
Costa Rica,1988,18.3,America
Costa Rica,1989,17.5,America
Costa Rica,1990,16.9,America
Costa Rica,1991,16.5,America
Costa Rica,1992,16.1,America
Costa Rica,1993,15.8,America
Costa Rica,1994,15.5,America
Costa Rica,1995,15.2,America
Costa Rica,1996,15,America
Costa Rica,1997,14.8,America
Costa Rica,1998,14.4,America
Costa Rica,1999,13.8,America
Costa Rica,2000,13,America
Costa Rica,2001,12.2,America
Costa Rica,2002,11.6,America
Costa Rica,2003,11,America
Costa Rica,2004,10.7,America
Costa Rica,2005,10.4,America
Costa Rica,2006,10.3,America
Costa Rica,2007,10.3,America
Costa Rica,2008,10.3,America
Costa Rica,2009,10.2,America
Costa Rica,2010,10.2,America
Costa Rica,2011,10.1,America
Costa Rica,2012,10.1,America
Costa Rica,2013,10,America
Cote d'Ivoire,1964,280.9,Sub-Saharan Africa
Cote d'Ivoire,1965,274,Sub-Saharan Africa
Cote d'Ivoire,1966,267.3,Sub-Saharan Africa
Cote d'Ivoire,1967,260.6,Sub-Saharan Africa
Cote d'Ivoire,1968,253.9,Sub-Saharan Africa
Cote d'Ivoire,1969,247.3,Sub-Saharan Africa
Cote d'Ivoire,1970,240.6,Sub-Saharan Africa
Cote d'Ivoire,1971,233.6,Sub-Saharan Africa
Cote d'Ivoire,1972,225.9,Sub-Saharan Africa
Cote d'Ivoire,1973,217.6,Sub-Saharan Africa
Cote d'Ivoire,1974,209.1,Sub-Saharan Africa
Cote d'Ivoire,1975,200.3,Sub-Saharan Africa
Cote d'Ivoire,1976,191.8,Sub-Saharan Africa
Cote d'Ivoire,1977,184,Sub-Saharan Africa
Cote d'Ivoire,1978,177,Sub-Saharan Africa
Cote d'Ivoire,1979,171,Sub-Saharan Africa
Cote d'Ivoire,1980,166.1,Sub-Saharan Africa
Cote d'Ivoire,1981,162.2,Sub-Saharan Africa
Cote d'Ivoire,1982,158.9,Sub-Saharan Africa
Cote d'Ivoire,1983,156.3,Sub-Saharan Africa
Cote d'Ivoire,1984,154.3,Sub-Saharan Africa
Cote d'Ivoire,1985,152.7,Sub-Saharan Africa
Cote d'Ivoire,1986,151.7,Sub-Saharan Africa
Cote d'Ivoire,1987,151,Sub-Saharan Africa
Cote d'Ivoire,1988,150.5,Sub-Saharan Africa
Cote d'Ivoire,1989,150.2,Sub-Saharan Africa
Cote d'Ivoire,1990,150,Sub-Saharan Africa
Cote d'Ivoire,1991,150,Sub-Saharan Africa
Cote d'Ivoire,1992,149.8,Sub-Saharan Africa
Cote d'Ivoire,1993,149.6,Sub-Saharan Africa
Cote d'Ivoire,1994,149.3,Sub-Saharan Africa
Cote d'Ivoire,1995,148.9,Sub-Saharan Africa
Cote d'Ivoire,1996,148.3,Sub-Saharan Africa
Cote d'Ivoire,1997,147.3,Sub-Saharan Africa
Cote d'Ivoire,1998,146,Sub-Saharan Africa
Cote d'Ivoire,1999,144.3,Sub-Saharan Africa
Cote d'Ivoire,2000,142.3,Sub-Saharan Africa
Cote d'Ivoire,2001,139.8,Sub-Saharan Africa
Cote d'Ivoire,2002,137.2,Sub-Saharan Africa
Cote d'Ivoire,2003,134.4,Sub-Saharan Africa
Cote d'Ivoire,2004,131.3,Sub-Saharan Africa
Cote d'Ivoire,2005,128,Sub-Saharan Africa
Cote d'Ivoire,2006,124.7,Sub-Saharan Africa
Cote d'Ivoire,2007,121.3,Sub-Saharan Africa
Cote d'Ivoire,2008,116.9,Sub-Saharan Africa
Cote d'Ivoire,2009,113.5,Sub-Saharan Africa
Cote d'Ivoire,2010,110.1,Sub-Saharan Africa
Cote d'Ivoire,2011,107.2,Sub-Saharan Africa
Cote d'Ivoire,2012,104.2,Sub-Saharan Africa
Cote d'Ivoire,2013,100.7,Sub-Saharan Africa
Croatia,1964,65.67,Europe & Central Asia
Croatia,1965,60.35,Europe & Central Asia
Croatia,1966,55.46,Europe & Central Asia
Croatia,1967,50.97,Europe & Central Asia
Croatia,1968,46.84,Europe & Central Asia
Croatia,1969,43.04,Europe & Central Asia
Croatia,1970,39.55,Europe & Central Asia
Croatia,1971,37.43,Europe & Central Asia
Croatia,1972,35.42,Europe & Central Asia
Croatia,1973,33.52,Europe & Central Asia
Croatia,1974,31.73,Europe & Central Asia
Croatia,1975,30.02,Europe & Central Asia
Croatia,1976,28.41,Europe & Central Asia
Croatia,1977,26.89,Europe & Central Asia
Croatia,1978,25.44,Europe & Central Asia
Croatia,1979,24.08,Europe & Central Asia
Croatia,1980,22.78,Europe & Central Asia
Croatia,1981,21.9,Europe & Central Asia
Croatia,1982,21,Europe & Central Asia
Croatia,1983,20,Europe & Central Asia
Croatia,1984,19.1,Europe & Central Asia
Croatia,1985,18,Europe & Central Asia
Croatia,1986,17,Europe & Central Asia
Croatia,1987,15.8,Europe & Central Asia
Croatia,1988,14.8,Europe & Central Asia
Croatia,1989,13.7,Europe & Central Asia
Croatia,1990,12.9,Europe & Central Asia
Croatia,1991,12.1,Europe & Central Asia
Croatia,1992,11.4,Europe & Central Asia
Croatia,1993,10.9,Europe & Central Asia
Croatia,1994,10.4,Europe & Central Asia
Croatia,1995,10,Europe & Central Asia
Croatia,1996,9.6,Europe & Central Asia
Croatia,1997,9.3,Europe & Central Asia
Croatia,1998,8.9,Europe & Central Asia
Croatia,1999,8.6,Europe & Central Asia
Croatia,2000,8.3,Europe & Central Asia
Croatia,2001,8,Europe & Central Asia
Croatia,2002,7.7,Europe & Central Asia
Croatia,2003,7.4,Europe & Central Asia
Croatia,2004,7.1,Europe & Central Asia
Croatia,2005,6.8,Europe & Central Asia
Croatia,2006,6.5,Europe & Central Asia
Croatia,2007,6.2,Europe & Central Asia
Croatia,2008,5.9,Europe & Central Asia
Croatia,2009,5.6,Europe & Central Asia
Croatia,2010,5.4,Europe & Central Asia
Croatia,2011,5.1,Europe & Central Asia
Croatia,2012,4.9,Europe & Central Asia
Croatia,2013,4.7,Europe & Central Asia
Cuba,1964,45.9,America
Cuba,1965,45,America
Cuba,1966,44.7,America
Cuba,1967,45,America
Cuba,1968,45.3,America
Cuba,1969,44.8,America
Cuba,1970,43.1,America
Cuba,1971,39.9,America
Cuba,1972,35.9,America
Cuba,1973,32.4,America
Cuba,1974,30.4,America
Cuba,1975,29.1,America
Cuba,1976,27.3,America
Cuba,1977,24.7,America
Cuba,1978,22.3,America
Cuba,1979,20.8,America
Cuba,1980,20.1,America
Cuba,1981,19.9,America
Cuba,1982,19.7,America
Cuba,1983,19.6,America
Cuba,1984,19.1,America
Cuba,1985,18.4,America
Cuba,1986,17.4,America
Cuba,1987,16.4,America
Cuba,1988,15.2,America
Cuba,1989,14.2,America
Cuba,1990,13.3,America
Cuba,1991,12.4,America
Cuba,1992,11.7,America
Cuba,1993,11.2,America
Cuba,1994,10.9,America
Cuba,1995,10.8,America
Cuba,1996,10.5,America
Cuba,1997,10,America
Cuba,1998,9.4,America
Cuba,1999,8.9,America
Cuba,2000,8.4,America
Cuba,2001,8,America
Cuba,2002,7.7,America
Cuba,2003,7.4,America
Cuba,2004,7.1,America
Cuba,2005,6.8,America
Cuba,2006,6.5,America
Cuba,2007,6.4,America
Cuba,2008,6.3,America
Cuba,2009,6.4,America
Cuba,2010,6.6,America
Cuba,2011,6.6,America
Cuba,2012,6.4,America
Cuba,2013,6.1,America
Cyprus,1964,36.77,Europe & Central Asia
Cyprus,1965,36.64,Europe & Central Asia
Cyprus,1966,36.5,Europe & Central Asia
Cyprus,1967,36.37,Europe & Central Asia
Cyprus,1968,36.24,Europe & Central Asia
Cyprus,1969,36.1,Europe & Central Asia
Cyprus,1970,35.97,Europe & Central Asia
Cyprus,1971,34.47,Europe & Central Asia
Cyprus,1972,33.04,Europe & Central Asia
Cyprus,1973,31.66,Europe & Central Asia
Cyprus,1974,30.35,Europe & Central Asia
Cyprus,1975,29.08,Europe & Central Asia
Cyprus,1976,27.87,Europe & Central Asia
Cyprus,1977,26.71,Europe & Central Asia
Cyprus,1978,25.6,Europe & Central Asia
Cyprus,1979,22.5,Europe & Central Asia
Cyprus,1980,20.8,Europe & Central Asia
Cyprus,1981,19.2,Europe & Central Asia
Cyprus,1982,17.7,Europe & Central Asia
Cyprus,1983,16.1,Europe & Central Asia
Cyprus,1984,14.7,Europe & Central Asia
Cyprus,1985,13.4,Europe & Central Asia
Cyprus,1986,12.4,Europe & Central Asia
Cyprus,1987,11.8,Europe & Central Asia
Cyprus,1988,11.4,Europe & Central Asia
Cyprus,1989,11.2,Europe & Central Asia
Cyprus,1990,11.1,Europe & Central Asia
Cyprus,1991,10.9,Europe & Central Asia
Cyprus,1992,10.5,Europe & Central Asia
Cyprus,1993,10.1,Europe & Central Asia
Cyprus,1994,9.6,Europe & Central Asia
Cyprus,1995,9,Europe & Central Asia
Cyprus,1996,8.5,Europe & Central Asia
Cyprus,1997,8,Europe & Central Asia
Cyprus,1998,7.5,Europe & Central Asia
Cyprus,1999,7,Europe & Central Asia
Cyprus,2000,6.5,Europe & Central Asia
Cyprus,2001,6.1,Europe & Central Asia
Cyprus,2002,5.7,Europe & Central Asia
Cyprus,2003,5.4,Europe & Central Asia
Cyprus,2004,5.1,Europe & Central Asia
Cyprus,2005,4.8,Europe & Central Asia
Cyprus,2006,4.6,Europe & Central Asia
Cyprus,2007,4.4,Europe & Central Asia
Cyprus,2008,4.2,Europe & Central Asia
Cyprus,2009,4,Europe & Central Asia
Cyprus,2010,3.9,Europe & Central Asia
Cyprus,2011,3.8,Europe & Central Asia
Cyprus,2012,3.7,Europe & Central Asia
Cyprus,2013,3.6,Europe & Central Asia
Denmark,1964,22.1,Europe & Central Asia
Denmark,1965,21.1,Europe & Central Asia
Denmark,1966,20.1,Europe & Central Asia
Denmark,1967,19.1,Europe & Central Asia
Denmark,1968,18.1,Europe & Central Asia
Denmark,1969,17.4,Europe & Central Asia
Denmark,1970,16.6,Europe & Central Asia
Denmark,1971,15.8,Europe & Central Asia
Denmark,1972,14.9,Europe & Central Asia
Denmark,1973,13.9,Europe & Central Asia
Denmark,1974,13.1,Europe & Central Asia
Denmark,1975,12.3,Europe & Central Asia
Denmark,1976,11.6,Europe & Central Asia
Denmark,1977,11.1,Europe & Central Asia
Denmark,1978,10.6,Europe & Central Asia
Denmark,1979,10.3,Europe & Central Asia
Denmark,1980,10,Europe & Central Asia
Denmark,1981,9.7,Europe & Central Asia
Denmark,1982,9.6,Europe & Central Asia
Denmark,1983,9.6,Europe & Central Asia
Denmark,1984,9.6,Europe & Central Asia
Denmark,1985,9.7,Europe & Central Asia
Denmark,1986,9.7,Europe & Central Asia
Denmark,1987,9.7,Europe & Central Asia
Denmark,1988,9.6,Europe & Central Asia
Denmark,1989,9.3,Europe & Central Asia
Denmark,1990,8.9,Europe & Central Asia
Denmark,1991,8.4,Europe & Central Asia
Denmark,1992,7.9,Europe & Central Asia
Denmark,1993,7.4,Europe & Central Asia
Denmark,1994,6.9,Europe & Central Asia
Denmark,1995,6.5,Europe & Central Asia
Denmark,1996,6.2,Europe & Central Asia
Denmark,1997,6,Europe & Central Asia
Denmark,1998,5.8,Europe & Central Asia
Denmark,1999,5.7,Europe & Central Asia
Denmark,2000,5.6,Europe & Central Asia
Denmark,2001,5.5,Europe & Central Asia
Denmark,2002,5.4,Europe & Central Asia
Denmark,2003,5.3,Europe & Central Asia
Denmark,2004,5.1,Europe & Central Asia
Denmark,2005,4.9,Europe & Central Asia
Denmark,2006,4.7,Europe & Central Asia
Denmark,2007,4.5,Europe & Central Asia
Denmark,2008,4.3,Europe & Central Asia
Denmark,2009,4.2,Europe & Central Asia
Denmark,2010,4,Europe & Central Asia
Denmark,2011,3.9,Europe & Central Asia
Denmark,2012,3.8,Europe & Central Asia
Denmark,2013,3.7,Europe & Central Asia
Djibouti,1964,208.78,Middle East & North Africa
Djibouti,1965,202.3,Middle East & North Africa
Djibouti,1966,195.89,Middle East & North Africa
Djibouti,1967,193.62,Middle East & North Africa
Djibouti,1968,191.37,Middle East & North Africa
Djibouti,1969,189.15,Middle East & North Africa
Djibouti,1970,186.95,Middle East & North Africa
Djibouti,1971,184.78,Middle East & North Africa
Djibouti,1972,182.64,Middle East & North Africa
Djibouti,1973,180.51,Middle East & North Africa
Djibouti,1974,178.42,Middle East & North Africa
Djibouti,1975,176.35,Middle East & North Africa
Djibouti,1976,174.3,Middle East & North Africa
Djibouti,1977,169.4,Middle East & North Africa
Djibouti,1978,164.7,Middle East & North Africa
Djibouti,1979,160.1,Middle East & North Africa
Djibouti,1980,155.8,Middle East & North Africa
Djibouti,1981,151.7,Middle East & North Africa
Djibouti,1982,147.4,Middle East & North Africa
Djibouti,1983,143.3,Middle East & North Africa
Djibouti,1984,139.3,Middle East & North Africa
Djibouti,1985,135.3,Middle East & North Africa
Djibouti,1986,131.7,Middle East & North Africa
Djibouti,1987,128.3,Middle East & North Africa
Djibouti,1988,125.1,Middle East & North Africa
Djibouti,1989,122,Middle East & North Africa
Djibouti,1990,119.4,Middle East & North Africa
Djibouti,1991,117,Middle East & North Africa
Djibouti,1992,115,Middle East & North Africa
Djibouti,1993,113.2,Middle East & North Africa
Djibouti,1994,111.5,Middle East & North Africa
Djibouti,1995,110.2,Middle East & North Africa
Djibouti,1996,108.5,Middle East & North Africa
Djibouti,1997,106.8,Middle East & North Africa
Djibouti,1998,104.9,Middle East & North Africa
Djibouti,1999,102.9,Middle East & North Africa
Djibouti,2000,100.8,Middle East & North Africa
Djibouti,2001,98.4,Middle East & North Africa
Djibouti,2002,96,Middle East & North Africa
Djibouti,2003,93.5,Middle East & North Africa
Djibouti,2004,91,Middle East & North Africa
Djibouti,2005,88.5,Middle East & North Africa
Djibouti,2006,86,Middle East & North Africa
Djibouti,2007,83.5,Middle East & North Africa
Djibouti,2008,81,Middle East & North Africa
Djibouti,2009,78.5,Middle East & North Africa
Djibouti,2010,76.1,Middle East & North Africa
Djibouti,2011,73.9,Middle East & North Africa
Djibouti,2012,71.7,Middle East & North Africa
Djibouti,2013,69.5,Middle East & North Africa
Ecuador,1964,159.9,America
Ecuador,1965,155.6,America
