Country,Year,life,region
Burundi,2008,51.578,Sub-Saharan Africa
Burundi,2009,52.112,Sub-Saharan Africa
Burundi,2010,52.638,Sub-Saharan Africa
Burundi,2011,53.148,Sub-Saharan Africa
Burundi,2012,53.637,Sub-Saharan Africa
Burundi,2013,54.104,Sub-Saharan Africa
Cambodia,1964,41.9,East Asia & Pacific
Cambodia,1965,42.103,East Asia & Pacific
Cambodia,1966,42.332,East Asia & Pacific
Cambodia,1967,42.538,East Asia & Pacific
Cambodia,1968,42.621,East Asia & Pacific
Cambodia,1969,42.46,East Asia & Pacific
Cambodia,1970,41.662,East Asia & Pacific
Cambodia,1971,40,East Asia & Pacific
Cambodia,1972,38,East Asia & Pacific
Cambodia,1973,35.8,East Asia & Pacific
Cambodia,1974,33.1,East Asia & Pacific
Cambodia,1975,19.8,East Asia & Pacific
Cambodia,1976,17.1,East Asia & Pacific
Cambodia,1977,16.1,East Asia & Pacific
Cambodia,1978,17.5,East Asia & Pacific
Cambodia,1979,19.8,East Asia & Pacific
Cambodia,1980,26,East Asia & Pacific
Cambodia,1981,35.788,East Asia & Pacific
Cambodia,1982,41.965,East Asia & Pacific
Cambodia,1983,47.105,East Asia & Pacific
Cambodia,1984,50.841,East Asia & Pacific
Cambodia,1985,53.067,East Asia & Pacific
Cambodia,1986,54.006,East Asia & Pacific
Cambodia,1987,54.278,East Asia & Pacific
Cambodia,1988,54.404,East Asia & Pacific
Cambodia,1989,54.571,East Asia & Pacific
Cambodia,1990,54.896,East Asia & Pacific
Cambodia,1991,55.404,East Asia & Pacific
Cambodia,1992,55.993,East Asia & Pacific
Cambodia,1993,56.592,East Asia & Pacific
Cambodia,1994,57.219,East Asia & Pacific
Cambodia,1995,57.89,East Asia & Pacific
Cambodia,1996,58.616,East Asia & Pacific
Cambodia,1997,59.395,East Asia & Pacific
Cambodia,1998,60.224,East Asia & Pacific
Cambodia,1999,61.1,East Asia & Pacific
Cambodia,2000,62.03,East Asia & Pacific
Cambodia,2001,63.019,East Asia & Pacific
Cambodia,2002,64.055,East Asia & Pacific
Cambodia,2003,65.116,East Asia & Pacific
Cambodia,2004,66.177,East Asia & Pacific
Cambodia,2005,67.199,East Asia & Pacific
Cambodia,2006,68.143,East Asia & Pacific
Cambodia,2007,68.984,East Asia & Pacific
Cambodia,2008,69.71,East Asia & Pacific
Cambodia,2009,70.315,East Asia & Pacific
Cambodia,2010,70.811,East Asia & Pacific
Cambodia,2011,71.22,East Asia & Pacific
Cambodia,2012,71.577,East Asia & Pacific
Cambodia,2013,71.916,East Asia & Pacific
Cameroon,1964,43.303,Sub-Saharan Africa
Cameroon,1965,43.74,Sub-Saharan Africa
Cameroon,1966,44.184,Sub-Saharan Africa
Cameroon,1967,44.639,Sub-Saharan Africa
Cameroon,1968,45.111,Sub-Saharan Africa
Cameroon,1969,45.598,Sub-Saharan Africa
Cameroon,1970,46.103,Sub-Saharan Africa
Cameroon,1971,46.625,Sub-Saharan Africa
Cameroon,1972,47.159,Sub-Saharan Africa
Cameroon,1973,47.699,Sub-Saharan Africa
Cameroon,1974,48.24,Sub-Saharan Africa
Cameroon,1975,48.775,Sub-Saharan Africa
Cameroon,1976,49.304,Sub-Saharan Africa
Cameroon,1977,49.82,Sub-Saharan Africa
Cameroon,1978,50.319,Sub-Saharan Africa
Cameroon,1979,50.793,Sub-Saharan Africa
Cameroon,1980,51.236,Sub-Saharan Africa
Cameroon,1981,51.642,Sub-Saharan Africa
Cameroon,1982,52.01,Sub-Saharan Africa
Cameroon,1983,52.337,Sub-Saharan Africa
Cameroon,1984,52.624,Sub-Saharan Africa
Cameroon,1985,52.87,Sub-Saharan Africa
Cameroon,1986,53.082,Sub-Saharan Africa
Cameroon,1987,53.263,Sub-Saharan Africa
Cameroon,1988,53.415,Sub-Saharan Africa
Cameroon,1989,53.536,Sub-Saharan Africa
Cameroon,1990,53.619,Sub-Saharan Africa
Cameroon,1991,53.652,Sub-Saharan Africa
Cameroon,1992,53.631,Sub-Saharan Africa
Cameroon,1993,53.554,Sub-Saharan Africa
Cameroon,1994,53.426,Sub-Saharan Africa
Cameroon,1995,53.246,Sub-Saharan Africa
Cameroon,1996,53.017,Sub-Saharan Africa
Cameroon,1997,52.753,Sub-Saharan Africa
Cameroon,1998,52.472,Sub-Saharan Africa
Cameroon,1999,52.199,Sub-Saharan Africa
Cameroon,2000,51.96,Sub-Saharan Africa
Cameroon,2001,51.782,Sub-Saharan Africa
Cameroon,2002,51.679,Sub-Saharan Africa
Cameroon,2003,51.663,Sub-Saharan Africa
Cameroon,2004,51.74,Sub-Saharan Africa
Cameroon,2005,51.912,Sub-Saharan Africa
Cameroon,2006,52.173,Sub-Saharan Africa
Cameroon,2007,52.502,Sub-Saharan Africa
Cameroon,2008,52.878,Sub-Saharan Africa
Cameroon,2009,53.288,Sub-Saharan Africa
Cameroon,2010,53.718,Sub-Saharan Africa
Cameroon,2011,54.16,Sub-Saharan Africa
Cameroon,2012,54.61,Sub-Saharan Africa
Cameroon,2013,55.065,Sub-Saharan Africa
Canada,1964,71.69,America
Canada,1965,71.79,America
Canada,1966,71.92,America
Canada,1967,72.13,America
Canada,1968,72.29,America
Canada,1969,72.45,America
Canada,1970,72.65,America
Canada,1971,72.98,America
Canada,1972,72.88,America
Canada,1973,73.11,America
Canada,1974,73.19,America
Canada,1975,73.49,America
Canada,1976,73.92,America
Canada,1977,74.21,America
Canada,1978,74.54,America
Canada,1979,74.9,America
Canada,1980,75.14,America
Canada,1981,75.55,America
Canada,1982,75.76,America
Canada,1983,76.13,America
Canada,1984,76.43,America
Canada,1985,76.41,America
Canada,1986,76.56,America
Canada,1987,76.86,America
Canada,1988,76.93,America
Canada,1989,77.2,America
Canada,1990,77.51,America
Canada,1991,77.69,America
Canada,1992,77.95,America
Canada,1993,77.83,America
Canada,1994,78.01,America
Canada,1995,78.13,America
Canada,1996,78.4,America
Canada,1997,78.61,America
Canada,1998,78.83,America
Canada,1999,79.05,America
Canada,2000,79.41,America
Canada,2001,79.65,America
Canada,2002,79.77,America
Canada,2003,79.95,America
Canada,2004,80.25,America
Canada,2005,80.36,America
Canada,2006,80.78,America
Canada,2007,80.592,America
Canada,2008,80.743,America
Canada,2009,80.814,America
Canada,2010,80.986,America
Canada,2011,81.157,America
Canada,2012,81.323,America
Canada,2013,81.482,America
Cape Verde,1964,49.505,Sub-Saharan Africa
Cape Verde,1965,49.686,Sub-Saharan Africa
Cape Verde,1966,49.959,Sub-Saharan Africa
Cape Verde,1967,50.344,Sub-Saharan Africa
Cape Verde,1968,50.851,Sub-Saharan Africa
Cape Verde,1969,51.479,Sub-Saharan Africa
Cape Verde,1970,52.213,Sub-Saharan Africa
Cape Verde,1971,53.031,Sub-Saharan Africa
Cape Verde,1972,53.893,Sub-Saharan Africa
Cape Verde,1973,54.766,Sub-Saharan Africa
Cape Verde,1974,55.628,Sub-Saharan Africa
Cape Verde,1975,56.465,Sub-Saharan Africa
Cape Verde,1976,57.272,Sub-Saharan Africa
Cape Verde,1977,58.057,Sub-Saharan Africa
Cape Verde,1978,58.827,Sub-Saharan Africa
Cape Verde,1979,59.579,Sub-Saharan Africa
Cape Verde,1980,60.314,Sub-Saharan Africa
Cape Verde,1981,61.036,Sub-Saharan Africa
Cape Verde,1982,61.746,Sub-Saharan Africa
Cape Verde,1983,62.442,Sub-Saharan Africa
Cape Verde,1984,63.116,Sub-Saharan Africa
Cape Verde,1985,63.755,Sub-Saharan Africa
Cape Verde,1986,64.341,Sub-Saharan Africa
Cape Verde,1987,64.865,Sub-Saharan Africa
Cape Verde,1988,65.326,Sub-Saharan Africa
Cape Verde,1989,65.727,Sub-Saharan Africa
Cape Verde,1990,66.081,Sub-Saharan Africa
Cape Verde,1991,66.401,Sub-Saharan Africa
Cape Verde,1992,66.709,Sub-Saharan Africa
Cape Verde,1993,67.022,Sub-Saharan Africa
Cape Verde,1994,67.354,Sub-Saharan Africa
Cape Verde,1995,67.712,Sub-Saharan Africa
Cape Verde,1996,68.1,Sub-Saharan Africa
Cape Verde,1997,68.511,Sub-Saharan Africa
Cape Verde,1998,68.939,Sub-Saharan Africa
Cape Verde,1999,69.381,Sub-Saharan Africa
Cape Verde,2000,69.835,Sub-Saharan Africa
Cape Verde,2001,70.296,Sub-Saharan Africa
Cape Verde,2002,70.761,Sub-Saharan Africa
Cape Verde,2003,71.223,Sub-Saharan Africa
Cape Verde,2004,71.678,Sub-Saharan Africa
Cape Verde,2005,72.121,Sub-Saharan Africa
Cape Verde,2006,72.548,Sub-Saharan Africa
Cape Verde,2007,72.959,Sub-Saharan Africa
Cape Verde,2008,73.354,Sub-Saharan Africa
Cape Verde,2009,73.733,Sub-Saharan Africa
Cape Verde,2010,74.094,Sub-Saharan Africa
Cape Verde,2011,74.439,Sub-Saharan Africa
Cape Verde,2012,74.771,Sub-Saharan Africa
Cape Verde,2013,75.093,Sub-Saharan Africa
Central African Rep.,1964,38.234,Sub-Saharan Africa
Central African Rep.,1965,38.735,Sub-Saharan Africa
Central African Rep.,1966,39.282,Sub-Saharan Africa
Central African Rep.,1967,39.878,Sub-Saharan Africa
Central African Rep.,1968,40.523,Sub-Saharan Africa
Central African Rep.,1969,41.213,Sub-Saharan Africa
Central African Rep.,1970,41.948,Sub-Saharan Africa
Central African Rep.,1971,42.728,Sub-Saharan Africa
Central African Rep.,1972,43.539,Sub-Saharan Africa
Central African Rep.,1973,44.359,Sub-Saharan Africa
Central African Rep.,1974,45.168,Sub-Saharan Africa
Central African Rep.,1975,45.945,Sub-Saharan Africa
Central African Rep.,1976,46.672,Sub-Saharan Africa
Central African Rep.,1977,47.332,Sub-Saharan Africa
Central African Rep.,1978,47.907,Sub-Saharan Africa
Central African Rep.,1979,48.38,Sub-Saharan Africa
Central African Rep.,1980,48.726,Sub-Saharan Africa
Central African Rep.,1981,48.93,Sub-Saharan Africa
Central African Rep.,1982,48.993,Sub-Saharan Africa
Central African Rep.,1983,48.927,Sub-Saharan Africa
Central African Rep.,1984,48.742,Sub-Saharan Africa
Central African Rep.,1985,48.446,Sub-Saharan Africa
Central African Rep.,1986,48.054,Sub-Saharan Africa
Central African Rep.,1987,47.589,Sub-Saharan Africa
Central African Rep.,1988,47.082,Sub-Saharan Africa
Central African Rep.,1989,46.561,Sub-Saharan Africa
Central African Rep.,1990,46.051,Sub-Saharan Africa
Central African Rep.,1991,45.574,Sub-Saharan Africa
Central African Rep.,1992,45.137,Sub-Saharan Africa
Central African Rep.,1993,44.75,Sub-Saharan Africa
Central African Rep.,1994,44.426,Sub-Saharan Africa
Central African Rep.,1995,44.168,Sub-Saharan Africa
Central African Rep.,1996,43.974,Sub-Saharan Africa
Central African Rep.,1997,43.833,Sub-Saharan Africa
Central African Rep.,1998,43.742,Sub-Saharan Africa
Central African Rep.,1999,43.703,Sub-Saharan Africa
Central African Rep.,2000,43.727,Sub-Saharan Africa
Central African Rep.,2001,43.824,Sub-Saharan Africa
Central African Rep.,2002,44.001,Sub-Saharan Africa
Central African Rep.,2003,44.262,Sub-Saharan Africa
Central African Rep.,2004,44.607,Sub-Saharan Africa
Central African Rep.,2005,45.035,Sub-Saharan Africa
Central African Rep.,2006,45.547,Sub-Saharan Africa
Central African Rep.,2007,46.131,Sub-Saharan Africa
Central African Rep.,2008,46.769,Sub-Saharan Africa
Central African Rep.,2009,47.445,Sub-Saharan Africa
Central African Rep.,2010,48.139,Sub-Saharan Africa
Central African Rep.,2011,48.834,Sub-Saharan Africa
Central African Rep.,2012,49.517,Sub-Saharan Africa
Central African Rep.,2013,50.179,Sub-Saharan Africa
Chad,1964,39.066,Sub-Saharan Africa
Chad,1965,39.351,Sub-Saharan Africa
Chad,1966,39.671,Sub-Saharan Africa
Chad,1967,40.032,Sub-Saharan Africa
Chad,1968,40.435,Sub-Saharan Africa
Chad,1969,40.873,Sub-Saharan Africa
Chad,1970,41.331,Sub-Saharan Africa
Chad,1971,41.79,Sub-Saharan Africa
Chad,1972,42.229,Sub-Saharan Africa
Chad,1973,42.635,Sub-Saharan Africa
Chad,1974,43,Sub-Saharan Africa
Chad,1975,43.325,Sub-Saharan Africa
Chad,1976,43.618,Sub-Saharan Africa
Chad,1977,43.894,Sub-Saharan Africa
Chad,1978,44.164,Sub-Saharan Africa
Chad,1979,44.431,Sub-Saharan Africa
Chad,1980,44.699,Sub-Saharan Africa
Chad,1981,44.967,Sub-Saharan Africa
Chad,1982,45.229,Sub-Saharan Africa
Chad,1983,45.478,Sub-Saharan Africa
Chad,1984,45.711,Sub-Saharan Africa
Chad,1985,45.916,Sub-Saharan Africa
Chad,1986,46.084,Sub-Saharan Africa
Chad,1987,46.211,Sub-Saharan Africa
Chad,1988,46.299,Sub-Saharan Africa
Chad,1989,46.351,Sub-Saharan Africa
Chad,1990,46.375,Sub-Saharan Africa
Chad,1991,46.382,Sub-Saharan Africa
Chad,1992,46.385,Sub-Saharan Africa
Chad,1993,46.395,Sub-Saharan Africa
Chad,1994,46.419,Sub-Saharan Africa
Chad,1995,46.455,Sub-Saharan Africa
Chad,1996,46.499,Sub-Saharan Africa
Chad,1997,46.543,Sub-Saharan Africa
Chad,1998,46.587,Sub-Saharan Africa
Chad,1999,46.639,Sub-Saharan Africa
Chad,2000,46.708,Sub-Saharan Africa
Chad,2001,46.809,Sub-Saharan Africa
Chad,2002,46.952,Sub-Saharan Africa
Chad,2003,47.146,Sub-Saharan Africa
Chad,2004,47.393,Sub-Saharan Africa
Chad,2005,47.696,Sub-Saharan Africa
Chad,2006,48.053,Sub-Saharan Africa
Chad,2007,48.452,Sub-Saharan Africa
Chad,2008,48.881,Sub-Saharan Africa
Chad,2009,49.332,Sub-Saharan Africa
Chad,2010,49.794,Sub-Saharan Africa
Chad,2011,50.259,Sub-Saharan Africa
Chad,2012,50.724,Sub-Saharan Africa
Chad,2013,51.182,Sub-Saharan Africa
Channel Islands,1964,71.143,Europe & Central Asia
Channel Islands,1965,71.265,Europe & Central Asia
Channel Islands,1966,71.391,Europe & Central Asia
Channel Islands,1967,71.512,Europe & Central Asia
Channel Islands,1968,71.623,Europe & Central Asia
Channel Islands,1969,71.726,Europe & Central Asia
Channel Islands,1970,71.823,Europe & Central Asia
Channel Islands,1971,71.919,Europe & Central Asia
Channel Islands,1972,72.02,Europe & Central Asia
Channel Islands,1973,72.133,Europe & Central Asia
Channel Islands,1974,72.261,Europe & Central Asia
Channel Islands,1975,72.409,Europe & Central Asia
Channel Islands,1976,72.58,Europe & Central Asia
Channel Islands,1977,72.773,Europe & Central Asia
Channel Islands,1978,72.983,Europe & Central Asia
Channel Islands,1979,73.208,Europe & Central Asia
Channel Islands,1980,73.439,Europe & Central Asia
Channel Islands,1981,73.668,Europe & Central Asia
Channel Islands,1982,73.89,Europe & Central Asia
Channel Islands,1983,74.101,Europe & Central Asia
Channel Islands,1984,74.3,Europe & Central Asia
Channel Islands,1985,74.49,Europe & Central Asia
Channel Islands,1986,74.678,Europe & Central Asia
Channel Islands,1987,74.871,Europe & Central Asia
Channel Islands,1988,75.074,Europe & Central Asia
Channel Islands,1989,75.287,Europe & Central Asia
Channel Islands,1990,75.507,Europe & Central Asia
Channel Islands,1991,75.726,Europe & Central Asia
Channel Islands,1992,75.94,Europe & Central Asia
Channel Islands,1993,76.143,Europe & Central Asia
Channel Islands,1994,76.338,Europe & Central Asia
Channel Islands,1995,76.528,Europe & Central Asia
Channel Islands,1996,76.72,Europe & Central Asia
Channel Islands,1997,76.921,Europe & Central Asia
Channel Islands,1998,77.136,Europe & Central Asia
Channel Islands,1999,77.366,Europe & Central Asia
Channel Islands,2000,77.612,Europe & Central Asia
Channel Islands,2001,77.871,Europe & Central Asia
Channel Islands,2002,78.139,Europe & Central Asia
Channel Islands,2003,78.407,Europe & Central Asia
Channel Islands,2004,78.672,Europe & Central Asia
Channel Islands,2005,78.925,Europe & Central Asia
Channel Islands,2006,79.16,Europe & Central Asia
Channel Islands,2007,79.375,Europe & Central Asia
Channel Islands,2008,79.57,Europe & Central Asia
Channel Islands,2009,79.745,Europe & Central Asia
Channel Islands,2010,79.902,Europe & Central Asia
Channel Islands,2011,80.047,Europe & Central Asia
Channel Islands,2012,80.186,Europe & Central Asia
Channel Islands,2013,80.324,Europe & Central Asia
Chile,1964,58.756,America
Chile,1965,59.258,America
Chile,1966,59.782,America
Chile,1967,60.321,America
Chile,1968,60.874,America
Chile,1969,61.441,America
Chile,1970,62.024,America
Chile,1971,62.631,America
Chile,1972,63.266,America
Chile,1973,63.931,America
Chile,1974,64.622,America
Chile,1975,65.339,America
Chile,1976,66.081,America
Chile,1977,66.839,America
Chile,1978,67.6,America
Chile,1979,68.35,America
Chile,1980,69.07,America
Chile,1981,69.742,America
Chile,1982,70.357,America
Chile,1983,70.91,America
Chile,1984,71.401,America
Chile,1985,71.833,America
Chile,1986,72.218,America
Chile,1987,72.571,America
Chile,1988,72.909,America
Chile,1989,73.238,America
Chile,1990,73.56,America
Chile,1991,73.871,America
Chile,1992,74.56,America
Chile,1993,74.64,America
Chile,1994,75.12,America
Chile,1995,75.04,America
Chile,1996,75.36,America
Chile,1997,75.93,America
Chile,1998,76.05,America
Chile,1999,76.25,America
Chile,2000,77.01,America
Chile,2001,76.86,America
Chile,2002,77.42,America
Chile,2003,77.48,America
Chile,2004,77.53,America
Chile,2005,77.93,America
Chile,2006,78.337,America
Chile,2007,78.452,America
Chile,2008,78.561,America
Chile,2009,78.936,America
Chile,2010,79.168,America
Chile,2011,79.425,America
Chile,2012,79.691,America
Chile,2013,79.955,America
China,1964,53.32072,East Asia & Pacific
China,1965,55.6468,East Asia & Pacific
China,1966,56.8032,East Asia & Pacific
China,1967,58.38112,East Asia & Pacific
China,1968,59.4052,East Asia & Pacific
China,1969,60.9652,East Asia & Pacific
China,1970,62.6508,East Asia & Pacific
China,1971,63.73736,East Asia & Pacific
China,1972,63.11888,East Asia & Pacific
China,1973,62.7808,East Asia & Pacific
China,1974,62.4996,East Asia & Pacific
China,1975,62.69888,East Asia & Pacific
China,1976,62.43736,East Asia & Pacific
China,1977,63.96736,East Asia & Pacific
China,1978,64.24432,East Asia & Pacific
China,1979,65.08536,East Asia & Pacific
China,1980,66.12216,East Asia & Pacific
China,1981,66.44976,East Asia & Pacific
China,1982,67.588,East Asia & Pacific
China,1983,67.848,East Asia & Pacific
China,1984,68.1,East Asia & Pacific
China,1985,68.344,East Asia & Pacific
China,1986,68.581,East Asia & Pacific
China,1987,68.81,East Asia & Pacific
China,1988,69.032,East Asia & Pacific
China,1989,69.248,East Asia & Pacific
China,1990,69.452,East Asia & Pacific
China,1991,69.638,East Asia & Pacific
China,1992,69.805,East Asia & Pacific
China,1993,69.96,East Asia & Pacific
China,1994,70.115,East Asia & Pacific
China,1995,70.295,East Asia & Pacific
China,1996,70.529,East Asia & Pacific
China,1997,70.832,East Asia & Pacific
China,1998,71.208,East Asia & Pacific
China,1999,71.646,East Asia & Pacific
China,2000,72.124,East Asia & Pacific
China,2001,72.609,East Asia & Pacific
China,2002,73.064,East Asia & Pacific
China,2003,73.462,East Asia & Pacific
China,2004,73.793,East Asia & Pacific
China,2005,74.053,East Asia & Pacific
China,2006,74.253,East Asia & Pacific
China,2007,74.418,East Asia & Pacific
China,2008,74.57,East Asia & Pacific
China,2009,74.718,East Asia & Pacific
China,2010,74.868,East Asia & Pacific
China,2011,75.023,East Asia & Pacific
China,2012,75.178,East Asia & Pacific
China,2013,75.331,East Asia & Pacific
Colombia,1964,58.672,America
Colombia,1965,59.094,America
Colombia,1966,59.494,America
Colombia,1967,59.871,America
Colombia,1968,60.226,America
Colombia,1969,60.568,America
Colombia,1970,60.903,America
Colombia,1971,61.241,America
Colombia,1972,61.591,America
Colombia,1973,61.959,America
Colombia,1974,62.353,America
Colombia,1975,62.785,America
Colombia,1976,63.265,America
Colombia,1977,63.79,America
Colombia,1978,64.349,America
Colombia,1979,64.927,America
Colombia,1980,65.501,America
Colombia,1981,66.044,America
Colombia,1982,66.536,America
Colombia,1983,66.96,America
Colombia,1984,67.311,America
Colombia,1985,67.585,America
Colombia,1986,67.785,America
Colombia,1987,67.935,America
Colombia,1988,68.058,America
Colombia,1989,68.17,America
Colombia,1990,68.292,America
Colombia,1991,68.444,America
Colombia,1992,68.632,America
Colombia,1993,68.86,America
Colombia,1994,69.128,America
Colombia,1995,69.433,America
Colombia,1996,69.761,America
Colombia,1997,70.096,America
Colombia,1998,70.423,America
Colombia,1999,70.734,America
Colombia,2000,71.026,America
Colombia,2001,71.3,America
Colombia,2002,71.562,America
Colombia,2003,71.817,America
Colombia,2004,72.066,America
Colombia,2005,72.309,America
Colombia,2006,72.545,America
Colombia,2007,72.775,America
Colombia,2008,72.997,America
Colombia,2009,73.213,America
Colombia,2010,73.424,America
Colombia,2011,73.631,America
Colombia,2012,73.835,America
Colombia,2013,74.038,America
Comoros,1964,45.037,Sub-Saharan Africa
Comoros,1965,45.44,Sub-Saharan Africa
Comoros,1966,45.858,Sub-Saharan Africa
Comoros,1967,46.295,Sub-Saharan Africa
Comoros,1968,46.754,Sub-Saharan Africa
Comoros,1969,47.23,Sub-Saharan Africa
Comoros,1970,47.717,Sub-Saharan Africa
Comoros,1971,48.204,Sub-Saharan Africa
Comoros,1972,48.68,Sub-Saharan Africa
Comoros,1973,49.139,Sub-Saharan Africa
Comoros,1974,49.576,Sub-Saharan Africa
Comoros,1975,49.993,Sub-Saharan Africa
Comoros,1976,50.394,Sub-Saharan Africa
Comoros,1977,50.786,Sub-Saharan Africa
Comoros,1978,51.176,Sub-Saharan Africa
Comoros,1979,51.569,Sub-Saharan Africa
Comoros,1980,51.967,Sub-Saharan Africa
Comoros,1981,52.375,Sub-Saharan Africa
Comoros,1982,52.79,Sub-Saharan Africa
Comoros,1983,53.209,Sub-Saharan Africa
Comoros,1984,53.625,Sub-Saharan Africa
Comoros,1985,54.029,Sub-Saharan Africa
Comoros,1986,54.41,Sub-Saharan Africa
Comoros,1987,54.761,Sub-Saharan Africa
Comoros,1988,55.078,Sub-Saharan Africa
Comoros,1989,55.362,Sub-Saharan Africa
Comoros,1990,55.615,Sub-Saharan Africa
Comoros,1991,55.846,Sub-Saharan Africa
Comoros,1992,56.065,Sub-Saharan Africa
Comoros,1993,56.282,Sub-Saharan Africa
Comoros,1994,56.503,Sub-Saharan Africa
Comoros,1995,56.729,Sub-Saharan Africa
Comoros,1996,56.961,Sub-Saharan Africa
Comoros,1997,57.196,Sub-Saharan Africa
Comoros,1998,57.431,Sub-Saharan Africa
Comoros,1999,57.666,Sub-Saharan Africa
Comoros,2000,57.9,Sub-Saharan Africa
Comoros,2001,58.135,Sub-Saharan Africa
Comoros,2002,58.37,Sub-Saharan Africa
Comoros,2003,58.605,Sub-Saharan Africa
Comoros,2004,58.84,Sub-Saharan Africa
Comoros,2005,59.075,Sub-Saharan Africa
Comoros,2006,59.309,Sub-Saharan Africa
Comoros,2007,59.541,Sub-Saharan Africa
Comoros,2008,59.771,Sub-Saharan Africa
Comoros,2009,59.999,Sub-Saharan Africa
Comoros,2010,60.223,Sub-Saharan Africa
Comoros,2011,60.444,Sub-Saharan Africa
Comoros,2012,60.661,Sub-Saharan Africa
Comoros,2013,60.874,Sub-Saharan Africa
"Congo, Dem. Rep.",1964,41.995,Sub-Saharan Africa
"Congo, Dem. Rep.",1965,42.257,Sub-Saharan Africa
"Congo, Dem. Rep.",1966,42.549,Sub-Saharan Africa
"Congo, Dem. Rep.",1967,42.868,Sub-Saharan Africa
"Congo, Dem. Rep.",1968,43.208,Sub-Saharan Africa
"Congo, Dem. Rep.",1969,43.563,Sub-Saharan Africa
"Congo, Dem. Rep.",1970,43.917,Sub-Saharan Africa
"Congo, Dem. Rep.",1971,44.254,Sub-Saharan Africa
"Congo, Dem. Rep.",1972,44.561,Sub-Saharan Africa
"Congo, Dem. Rep.",1973,44.832,Sub-Saharan Africa
"Congo, Dem. Rep.",1974,45.064,Sub-Saharan Africa
"Congo, Dem. Rep.",1975,45.262,Sub-Saharan Africa
"Congo, Dem. Rep.",1976,45.438,Sub-Saharan Africa
"Congo, Dem. Rep.",1977,45.607,Sub-Saharan Africa
"Congo, Dem. Rep.",1978,45.78,Sub-Saharan Africa
"Congo, Dem. Rep.",1979,45.961,Sub-Saharan Africa
"Congo, Dem. Rep.",1980,46.148,Sub-Saharan Africa
"Congo, Dem. Rep.",1981,46.337,Sub-Saharan Africa
"Congo, Dem. Rep.",1982,46.519,Sub-Saharan Africa
"Congo, Dem. Rep.",1983,46.685,Sub-Saharan Africa
"Congo, Dem. Rep.",1984,46.834,Sub-Saharan Africa
"Congo, Dem. Rep.",1985,46.968,Sub-Saharan Africa
"Congo, Dem. Rep.",1986,47.096,Sub-Saharan Africa
"Congo, Dem. Rep.",1987,47.22,Sub-Saharan Africa
"Congo, Dem. Rep.",1988,47.336,Sub-Saharan Africa
"Congo, Dem. Rep.",1989,47.435,Sub-Saharan Africa
"Congo, Dem. Rep.",1990,47.485,Sub-Saharan Africa
"Congo, Dem. Rep.",1991,47.45,Sub-Saharan Africa
"Congo, Dem. Rep.",1992,47.316,Sub-Saharan Africa
"Congo, Dem. Rep.",1993,47.088,Sub-Saharan Africa
"Congo, Dem. Rep.",1994,46.792,Sub-Saharan Africa
"Congo, Dem. Rep.",1995,46.478,Sub-Saharan Africa
"Congo, Dem. Rep.",1996,46.213,Sub-Saharan Africa
"Congo, Dem. Rep.",1997,46.051,Sub-Saharan Africa
"Congo, Dem. Rep.",1998,46.026,Sub-Saharan Africa
"Congo, Dem. Rep.",1999,46.145,Sub-Saharan Africa
"Congo, Dem. Rep.",2000,46.387,Sub-Saharan Africa
"Congo, Dem. Rep.",2001,46.709,Sub-Saharan Africa
"Congo, Dem. Rep.",2002,47.05,Sub-Saharan Africa
"Congo, Dem. Rep.",2003,47.362,Sub-Saharan Africa
"Congo, Dem. Rep.",2004,47.629,Sub-Saharan Africa
"Congo, Dem. Rep.",2005,47.85,Sub-Saharan Africa
"Congo, Dem. Rep.",2006,48.043,Sub-Saharan Africa
"Congo, Dem. Rep.",2007,48.24,Sub-Saharan Africa
"Congo, Dem. Rep.",2008,48.465,Sub-Saharan Africa
"Congo, Dem. Rep.",2009,48.722,Sub-Saharan Africa
"Congo, Dem. Rep.",2010,49.01,Sub-Saharan Africa
"Congo, Dem. Rep.",2011,49.322,Sub-Saharan Africa
"Congo, Dem. Rep.",2012,49.643,Sub-Saharan Africa
"Congo, Dem. Rep.",2013,49.963,Sub-Saharan Africa
"Congo, Rep.",1964,50.98,Sub-Saharan Africa
"Congo, Rep.",1965,51.47,Sub-Saharan Africa
"Congo, Rep.",1966,51.917,Sub-Saharan Africa
"Congo, Rep.",1967,52.327,Sub-Saharan Africa
"Congo, Rep.",1968,52.707,Sub-Saharan Africa
"Congo, Rep.",1969,53.059,Sub-Saharan Africa
"Congo, Rep.",1970,53.39,Sub-Saharan Africa
"Congo, Rep.",1971,53.702,Sub-Saharan Africa
"Congo, Rep.",1972,53.998,Sub-Saharan Africa
"Congo, Rep.",1973,54.28,Sub-Saharan Africa
"Congo, Rep.",1974,54.554,Sub-Saharan Africa
"Congo, Rep.",1975,54.825,Sub-Saharan Africa
"Congo, Rep.",1976,55.1,Sub-Saharan Africa
"Congo, Rep.",1977,55.378,Sub-Saharan Africa
"Congo, Rep.",1978,55.653,Sub-Saharan Africa
"Congo, Rep.",1979,55.919,Sub-Saharan Africa
"Congo, Rep.",1980,56.167,Sub-Saharan Africa
"Congo, Rep.",1981,56.388,Sub-Saharan Africa
"Congo, Rep.",1982,56.571,Sub-Saharan Africa
"Congo, Rep.",1983,56.702,Sub-Saharan Africa
"Congo, Rep.",1984,56.768,Sub-Saharan Africa
